timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2478012000,2478012000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2478112000,2478112000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2478212000,2478212000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2478312000,2478312000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2478412000,2478412000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2478512000,2478512000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2478612000,2478612000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2478712000,2478712000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2478812000,2478812000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2478912000,2478912000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479012000,2479012000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479112000,2479112000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479212000,2479212000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479312000,2479312000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479412000,2479412000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479512000,2479512000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479612000,2479612000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2479712000,2479712000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2479812000,2479812000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2479912000,2479912000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480012000,2480008000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480112000,2480112000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480212000,2480212000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480312000,2480312000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480412000,2480412000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480512000,2480512000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480612000,2480612000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480712000,2480712000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480812000,2480812000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2480912000,2480912000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481012000,2481012000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481112000,2481112000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481212000,2481212000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481312000,2481312000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481412000,2481412000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481512000,2481512000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2481612000,2481612000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2481712000,2481712000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2481812000,2481812000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2481912000,2481912000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2482012000,2482012000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2482112000,2482112000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2482212000,2482212000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2482312000,2482312000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2482412000,2482412000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2482512000,2482512000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2482612000,2482612000,0.719,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2482712000,2482712000,0.719,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2482812000,2482812000,0.719,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2482912000,2482912000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2483012000,2483012000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2483112000,2483112000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2483212000,2483212000,0.720,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2483312000,2483312000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483412000,2483412000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483512000,2483512000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483612000,2483612000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483712000,2483712000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483812000,2483812000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2483912000,2483912000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484012000,2484012000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484112000,2484112000,0.720,0.005,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484212000,2484212000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484312000,2484312000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484412000,2484412000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484512000,2484512000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484612000,2484612000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484712000,2484712000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484812000,2484812000,0.720,0.004,0.005,0.693,0.999,-4.656e-10,0.0,0.004,3
2484912000,2484912000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485012000,2485012000,0.720,0.003,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485112000,2485112000,0.720,0.003,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485212000,2485212000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485312000,2485312000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485412000,2485412000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485512000,2485512000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485612000,2485612000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485712000,2485712000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485812000,2485812000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2485912000,2485912000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2486012000,2486012000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2486112000,2486112000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2486212000,2486212000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2486312000,2486312000,0.720,0.004,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2486412000,2486412000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2486512000,2486512000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2486612000,2486612000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2486712000,2486712000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2486812000,2486812000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2486912000,2486912000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487012000,2487012000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487112000,2487112000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487212000,2487212000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487312000,2487312000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487412000,2487408000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487512000,2487508000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487612000,2487608000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487712000,2487708000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487812000,2487808000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2487912000,2487908000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2488012000,2488008000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2488112000,2488108000,0.720,0.005,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2488212000,2488208000,0.720,0.006,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2488312000,2488308000,0.720,0.006,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2488412000,2488408000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2488512000,2488508000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2488612000,2488608000,0.720,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2488712000,2488708000,0.719,0.006,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2488812000,2488808000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2488912000,2488908000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2489012000,2489008000,0.719,0.006,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2489112000,2489108000,0.719,0.005,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2489212000,2489208000,0.719,0.005,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2489312000,2489308000,0.719,0.005,0.004,0.694,0.999,-4.656e-10,0.0,0.004,3
2489412000,2489408000,0.719,0.005,0.004,0.693,0.999,-4.656e-10,0.0,0.004,3
2489512000,2489508000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2489612000,2489608000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2489712000,2489708000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2489812000,2489808000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2489912000,2489908000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2490012000,2490008000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490112000,2490108000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490212000,2490208000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490312000,2490308000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490412000,2490408000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490512000,2490508000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490612000,2490608000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490712000,2490708000,0.720,0.003,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2490812000,2490808000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2490912000,2490908000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491012000,2491008000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491112000,2491108000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491212000,2491208000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491312000,2491308000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491412000,2491408000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491512000,2491508000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491612000,2491608000,0.720,0.003,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491712000,2491708000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491812000,2491808000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2491912000,2491908000,0.720,0.004,0.003,0.693,0.999,-4.656e-10,0.0,0.004,3
2492012000,2492008000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492112000,2492108000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492212000,2492208000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492312000,2492308000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492412000,2492408000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492512000,2492508000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492612000,2492608000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492712000,2492708000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492812000,2492808000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2492912000,2492908000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493012000,2493008000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493112000,2493108000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493212000,2493208000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493312000,2493308000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493412000,2493408000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493512000,2493508000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493612000,2493608000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493712000,2493708000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493812000,2493808000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2493912000,2493908000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2494012000,2494008000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2494112000,2494108000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2494212000,2494208000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2494312000,2494308000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
2494412000,2494408000,0.720,0.003,0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2494512000,2494508000,0.720,0.003,0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2494612000,2494608000,0.720,0.003,0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2494712000,2494708000,0.720,0.002,0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2494812000,2494808000,0.720,0.002,0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2494912000,2494908000,0.720,0.002,-2.747e-05,0.693,0.999,-4.656e-10,0.0,0.004,3
2495012000,2495008000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2495112000,2495108000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2495212000,2495208000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2495312000,2495304000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495412000,2495408000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495516000,2495508000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495616000,2495612000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495716000,2495712000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495816000,2495812000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2495916000,2495912000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496016000,2496012000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496116000,2496112000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496216000,2496212000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496316000,2496312000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496416000,2496412000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496516000,2496512000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496616000,2496612000,0.720,0.000,-0.001,0.693,0.999,-4.656e-10,0.0,0.004,3
2496716000,2496712000,0.720,0.000,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2496816000,2496812000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2496916000,2496912000,0.720,0.001,-0.000,0.692,0.999,-4.656e-10,0.0,0.004,3
2497016000,2497012000,0.720,0.001,-0.000,0.692,0.999,-4.656e-10,0.0,0.004,3
2497116000,2497112000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2497216000,2497212000,0.720,0.001,-0.000,0.693,0.999,-4.656e-10,0.0,0.004,3
2497316000,2497312000,0.720,0.004,0.002,0.693,0.999,-4.656e-10,0.0,0.004,3
