timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
2476704000,4.786e-06,-0.000,-8.989e-06,0.0
2476904000,4.786e-06,-0.000,-9.045e-06,0.0
2477104000,4.786e-06,-0.000,-9.501e-06,0.0
2477304000,4.786e-06,-7.057e-05,-9.014e-06,0.0
2477504000,4.786e-06,-3.067e-05,-8.750e-06,0.0
2477704000,7.014e-07,-1.303e-05,-9.131e-06,0.0
2477904000,-9.348e-06,4.513e-06,-7.235e-06,0.0
2478104000,-2.804e-05,2.214e-05,-6.016e-06,0.0
2478304000,-3.998e-05,2.355e-05,-4.664e-09,0.0
2478504000,-4.832e-05,-2.154e-08,2.089e-05,0.0
2478700000,-3.676e-05,-8.013e-06,3.044e-05,0.0
2478904000,-3.676e-05,-9.654e-06,3.036e-05,0.0
2479104000,-3.676e-05,-1.382e-05,3.030e-05,0.0
2479304000,-3.676e-05,-3.130e-05,3.008e-05,0.0
2479504000,-3.611e-05,-2.697e-05,2.771e-05,0.0
2479704000,-3.481e-05,-3.216e-06,2.580e-05,0.0
2479904000,-4.196e-05,1.274e-05,2.416e-05,0.0
2480104000,-4.196e-05,2.391e-05,2.337e-05,0.0
2480304000,-4.196e-05,3.335e-05,2.307e-05,0.0
2480504000,-4.196e-05,4.049e-05,2.042e-05,0.0
2480704000,-4.196e-05,4.077e-05,1.976e-05,0.0
2480904000,-4.196e-05,3.751e-05,1.997e-05,0.0
2481104000,-5.198e-05,3.166e-05,1.849e-05,0.0
2481304000,-4.227e-05,3.109e-05,1.598e-05,0.0
2481504000,-4.227e-05,2.613e-05,1.525e-05,0.0
2481704000,-4.227e-05,2.325e-05,1.379e-05,0.0
2481904000,-4.227e-05,2.507e-05,1.201e-05,0.0
2482104000,-4.227e-05,3.109e-05,1.085e-05,0.0
2482304000,-4.227e-05,1.732e-05,9.528e-06,0.0
2482504000,-4.227e-05,5.843e-06,9.648e-06,0.0
2482704000,-4.227e-05,-2.482e-05,9.438e-06,0.0
2482904000,-3.180e-05,-3.685e-05,1.304e-05,0.0
2483104000,-3.740e-05,-2.029e-05,2.733e-05,0.0
2483304000,-3.740e-05,-2.104e-05,2.733e-05,0.0
2483504000,-3.740e-05,-2.083e-05,2.721e-05,0.0
2483704000,-3.740e-05,-3.778e-05,2.521e-05,0.0
2483904000,-3.740e-05,-5.596e-05,2.277e-05,0.0
2484104000,-4.035e-05,-6.621e-05,2.241e-05,0.0
2484304000,-4.451e-05,-0.000,2.168e-05,0.0
2484504000,-3.506e-05,-0.000,2.263e-05,0.0
2484704000,-2.279e-05,-0.000,2.129e-05,0.0
2484904000,-2.279e-05,-0.000,2.077e-05,0.0
2485104000,-2.279e-05,-0.000,2.077e-05,0.0
2485304000,-2.279e-05,-9.039e-05,2.077e-05,0.0
2485504000,-1.608e-05,-7.914e-05,2.444e-05,0.0
2485704000,-8.505e-06,-6.028e-05,2.708e-05,0.0
2485904000,2.127e-06,-4.963e-05,1.600e-05,0.0
2486104000,-1.268e-05,-4.823e-05,-2.350e-06,0.0
2486304000,-1.786e-05,-3.026e-05,-4.128e-06,0.0
2486504000,-1.786e-05,-2.017e-05,-4.128e-06,0.0
2486704000,-1.786e-05,3.522e-07,-4.128e-06,0.0
2486904000,-1.786e-05,1.768e-05,-4.128e-06,0.0
2487104000,-3.457e-05,1.864e-05,-7.079e-06,0.0
2487304000,-2.524e-05,2.004e-05,-1.520e-05,0.0
2487504000,-1.759e-05,2.015e-05,-1.490e-05,0.0
2487704000,-1.759e-05,1.770e-05,-1.419e-05,0.0
2487904000,-1.759e-05,2.097e-05,-1.443e-05,0.0
2488104000,-1.759e-05,2.570e-05,-1.472e-05,0.0
2488304000,-1.255e-05,4.237e-05,-1.417e-05,0.0
2488504000,-1.349e-05,4.716e-05,-1.396e-05,0.0
2488704000,-1.349e-05,3.746e-05,-1.330e-05,0.0
2488904000,-1.349e-05,9.154e-06,-1.147e-05,0.0
2489104000,-1.349e-05,-2.055e-05,-1.147e-05,0.0
2489304000,-1.349e-05,-2.639e-05,-1.147e-05,0.0
2489504000,-1.859e-05,-3.251e-05,-5.061e-06,0.0
2489704000,-6.879e-06,-5.040e-05,6.963e-06,0.0
2489904000,-6.879e-06,-5.020e-05,6.963e-06,0.0
2490104000,-6.879e-06,-2.917e-05,5.991e-06,0.0
2490304000,-6.879e-06,-6.275e-06,4.816e-06,0.0
2490504000,-6.879e-06,-1.499e-05,3.812e-06,0.0
2490704000,-1.723e-06,-4.582e-05,-1.372e-07,0.0
2490904000,-2.352e-05,-8.659e-05,-8.951e-06,0.0
2491104000,-3.660e-05,-9.742e-05,4.602e-07,0.0
2491304000,-2.037e-05,-0.000,1.241e-05,0.0
2491504000,-1.418e-06,-8.145e-05,1.581e-05,0.0
2491704000,-1.782e-05,-4.461e-05,1.413e-05,0.0
2491904000,-3.192e-05,-4.032e-06,1.328e-05,0.0
2492104000,-3.920e-05,3.178e-05,1.160e-05,0.0
2492304000,-5.568e-05,5.966e-05,6.703e-06,0.0
2492504000,-6.063e-05,6.879e-05,5.360e-06,0.0
2492704000,-6.063e-05,8.222e-05,5.396e-06,0.0
2492904000,-6.063e-05,8.415e-05,5.569e-06,0.0
2493104000,-6.063e-05,8.277e-05,5.710e-06,0.0
2493304000,-7.159e-05,0.000,4.415e-06,0.0
2493504000,-6.011e-05,0.000,1.069e-06,0.0
2493704000,-4.153e-05,7.638e-05,-2.252e-06,0.0
2493904000,-2.152e-05,6.392e-05,-8.007e-06,0.0
2494104000,-1.431e-05,5.368e-05,-5.892e-06,0.0
2494304000,-3.113e-05,6.643e-05,-5.892e-06,0.0
2494504000,-3.113e-05,8.404e-05,-7.059e-06,0.0
2494704000,-3.101e-05,8.708e-05,-1.327e-05,0.0
2494904000,-2.599e-05,8.434e-05,-1.578e-05,0.0
2495104000,-2.599e-05,8.272e-05,-1.537e-05,0.0
2495304000,-2.599e-05,8.036e-05,-1.307e-05,0.0
2495504000,-2.599e-05,7.739e-05,-1.324e-05,0.0
2495704000,-2.599e-05,7.473e-05,-1.324e-05,0.0
2495904000,-2.599e-05,7.008e-05,-1.338e-05,0.0
2496104000,-9.273e-06,7.094e-05,-9.344e-06,0.0
2496304000,1.521e-05,7.169e-05,-9.996e-06,0.0
2496504000,1.307e-05,7.173e-05,-2.837e-05,0.0
2496704000,-1.134e-05,6.990e-05,-2.202e-05,0.0
2496904000,-3.502e-05,7.218e-05,-1.002e-05,0.0
2497104000,-4.624e-05,7.691e-05,-1.603e-05,0.0
2497304000,-4.624e-05,7.576e-05,-1.603e-05,0.0
2497504000,-4.624e-05,7.058e-05,-1.603e-05,0.0
2497704000,-4.624e-05,5.094e-05,-1.603e-05,0.0
2497900000,-4.862e-05,4.917e-05,-1.061e-05,0.0
2498104000,-4.862e-05,5.050e-05,-1.061e-05,0.0
2498304000,-4.862e-05,-3.247e-05,-1.422e-05,0.0
2498504000,-4.862e-05,-0.000,-4.124e-05,0.0
2498704000,-4.862e-05,-0.000,-4.124e-05,0.0
2498904000,-4.862e-05,-0.000,-4.105e-05,0.0
2499104000,-4.862e-05,-0.000,-2.547e-05,0.0
2499304000,-4.862e-05,-0.000,-2.547e-05,0.0
2499504000,-4.862e-05,-7.468e-05,-2.547e-05,0.0
2499704000,-4.516e-05,-4.446e-05,-2.638e-05,0.0
2499904000,-4.516e-05,-2.891e-05,-2.995e-05,0.0
2500104000,-4.516e-05,-1.757e-05,-2.995e-05,0.0
2500304000,-4.516e-05,-7.810e-06,-2.920e-05,0.0
2500504000,-4.516e-05,-7.498e-06,-2.403e-05,0.0
2500704000,-4.516e-05,-8.843e-06,-2.403e-05,0.0
2500904000,-0.000,-9.617e-06,-2.403e-05,0.0
2501104000,-0.000,-3.437e-05,-2.403e-05,0.0
2501304000,-0.000,-4.364e-05,-2.403e-05,0.0
2501504000,-0.000,-4.661e-05,-2.409e-05,0.0
2501704000,-0.000,-5.002e-05,-2.609e-05,0.0
2501904000,-0.000,-4.883e-05,-2.609e-05,0.0
2502104000,-0.000,-4.886e-05,-2.609e-05,0.0
2502304000,-0.000,-5.428e-05,-2.609e-05,0.0
2502504000,-0.000,-6.443e-05,-2.318e-05,0.0
2502704000,-0.000,9.389e-05,-6.456e-06,0.0
2502904000,-0.000,-8.292e-05,-6.237e-06,0.0
2503104000,-0.000,-0.000,-2.531e-06,0.0
2503304000,-0.000,-0.000,-2.531e-06,0.0
2503504000,-0.000,-0.000,-2.531e-06,0.0
2503704000,-0.000,-0.000,-2.531e-06,0.0
2503904000,-0.000,-0.000,-2.531e-06,0.0
2504104000,-0.000,-0.000,-2.531e-06,0.0
2504304000,-0.000,-0.000,-9.894e-06,0.0
2504504000,-0.000,-0.000,-9.894e-06,0.0
2504704000,-0.000,-0.000,-9.422e-06,0.0
2504904000,-0.000,-0.000,-5.100e-06,0.0
2505104000,-0.000,-0.000,-5.100e-06,0.0
2505304000,-0.000,-0.000,-5.100e-06,0.0
2505504000,-0.000,-0.000,-5.100e-06,0.0
2505704000,-0.000,-0.000,-5.100e-06,0.0
2505904000,-0.000,-0.000,-5.544e-06,0.0
2506104000,-0.000,-0.000,-6.426e-06,0.0
2506304000,-0.000,-0.000,-6.426e-06,0.0
2506504000,-0.000,-0.000,-7.922e-06,0.0
2506704000,-0.000,-0.000,-1.160e-05,0.0
2506904000,-0.000,-0.000,-1.160e-05,0.0
2507104000,-0.000,-0.000,-1.160e-05,0.0
2507304000,-0.000,-0.000,-1.160e-05,0.0
2507504000,-0.000,-0.000,-1.160e-05,0.0
2507704000,-0.000,-0.000,-9.239e-06,0.0
2507904000,-0.000,-0.000,-9.239e-06,0.0
2508104000,-0.000,-0.000,-9.239e-06,0.0
2508304000,-0.000,-0.000,-1.277e-05,0.0
2508504000,-0.000,-0.000,-1.277e-05,0.0
2508704000,-0.000,-0.000,-1.277e-05,0.0
2508904000,-0.000,-0.000,-1.277e-05,0.0
2509104000,-0.000,-0.000,-1.277e-05,0.0
2509304000,-0.000,-0.000,-1.277e-05,0.0
2509504000,-0.000,-6.892e-05,-1.260e-05,0.0
2509704000,-0.000,0.000,8.149e-06,0.0
2509904000,-0.000,5.391e-05,-3.458e-06,0.0
2510104000,-0.000,-5.023e-06,-4.674e-06,0.0
2510304000,-0.000,-1.130e-05,-1.457e-07,0.0
2510504000,-0.000,-1.370e-05,-1.457e-07,0.0
2510704000,-0.000,-1.470e-05,-1.457e-07,0.0
2510904000,-0.000,-1.383e-05,-1.457e-07,0.0
2511104000,-0.000,-1.244e-05,-5.465e-06,0.0
2511304000,-0.000,-2.933e-05,-5.465e-06,0.0
2511504000,-0.000,-4.409e-05,-5.465e-06,0.0
2511704000,-0.000,-4.447e-05,-9.965e-07,0.0
2511904000,-0.000,-4.292e-05,-9.965e-07,0.0
2512104000,-0.000,-4.097e-05,-9.965e-07,0.0
2512304000,-0.000,-3.843e-05,-9.965e-07,0.0
2512504000,-0.000,-3.628e-05,-9.965e-07,0.0
2512704000,-0.000,-3.170e-05,-1.195e-06,0.0
2512904000,-0.000,4.517e-06,-1.195e-06,0.0
2513104000,-0.000,2.470e-05,-1.195e-06,0.0
2513304000,-0.000,2.817e-05,-3.724e-06,0.0
2513504000,-0.000,2.469e-05,-6.009e-06,0.0
2513704000,-0.000,1.602e-05,-6.009e-06,0.0
2513904000,-0.000,1.061e-05,-6.009e-06,0.0
2514104000,-0.000,6.371e-06,-6.009e-06,0.0
2514304000,-0.000,4.559e-06,-5.864e-06,0.0
2514504000,-0.000,7.558e-06,-6.681e-07,0.0
2514704000,-0.000,-3.637e-05,-6.681e-07,0.0
2514904000,-0.000,-4.502e-05,-7.725e-07,0.0
2515104000,-0.000,-4.605e-05,-4.822e-06,0.0
2515304000,-0.000,-4.581e-05,-4.822e-06,0.0
2515504000,-0.000,-0.000,-4.822e-06,0.0
2515704000,-0.000,8.130e-05,-4.822e-06,0.0
2515904000,-0.000,6.423e-05,-4.822e-06,0.0
2516104000,-0.000,6.834e-05,4.447e-07,0.0
2516304000,-0.000,-3.298e-05,4.447e-07,0.0
2516504000,-0.000,-5.128e-05,4.447e-07,0.0
2516704000,-0.000,-7.101e-05,4.447e-07,0.0
2516904000,-0.000,-8.180e-05,3.751e-07,0.0
2517104000,-0.000,-8.259e-05,-3.988e-06,0.0
2517304000,-0.000,-8.520e-05,-3.988e-06,0.0
2517504000,-0.000,-8.685e-05,-3.988e-06,0.0
2517704000,-0.000,-8.661e-05,-3.988e-06,0.0
2517904000,-0.000,-7.960e-05,-3.988e-06,0.0
2518104000,-0.000,-5.827e-05,-3.988e-06,0.0
2518304000,-0.000,-4.391e-05,-3.988e-06,0.0
2518504000,-0.000,-3.930e-05,1.267e-06,0.0
2518700000,-0.000,-3.933e-05,1.267e-06,0.0
2518904000,-0.000,-4.074e-05,1.267e-06,0.0
2519104000,-0.000,-4.158e-05,1.267e-06,0.0
2519304000,-0.000,-4.101e-05,1.267e-06,0.0
2519504000,-0.000,-4.595e-05,1.267e-06,0.0
2519704000,-0.000,-5.140e-05,1.267e-06,0.0
2519904000,-0.000,-5.377e-05,-3.878e-06,0.0
2520104000,-0.000,-5.697e-05,-3.878e-06,0.0
2520304000,-0.000,-5.961e-05,-3.878e-06,0.0
2520504000,-0.000,-5.912e-05,-3.878e-06,0.0
2520704000,-0.000,-5.983e-05,-3.878e-06,0.0
2520904000,-0.000,-6.122e-05,-3.874e-06,0.0
2521104000,-0.000,-5.866e-05,-3.719e-06,0.0
2521304000,-0.000,-3.788e-05,-3.719e-06,0.0
2521504000,-0.000,-2.390e-05,-3.719e-06,0.0
2521704000,-0.000,-1.990e-05,2.104e-06,0.0
2521904000,-0.000,-1.949e-05,2.104e-06,0.0
2522104000,-0.000,-2.046e-05,2.104e-06,0.0
2522304000,-0.000,-1.938e-05,2.104e-06,0.0
2522504000,-0.000,-1.929e-05,2.104e-06,0.0
2522704000,-0.000,-1.938e-05,-7.116e-07,0.0
2522904000,-0.000,-3.830e-05,-7.116e-07,0.0
2523104000,-0.000,-4.418e-05,-1.084e-06,0.0
2523304000,-0.000,-4.929e-05,3.196e-06,0.0
2523504000,-0.000,-5.672e-05,3.196e-06,0.0
2523704000,-0.000,-6.476e-05,3.196e-06,0.0
2523904000,-0.000,-6.987e-05,3.196e-06,0.0
2524104000,-0.000,-7.369e-05,3.196e-06,0.0
2524304000,-0.000,-7.758e-05,2.745e-06,0.0
2524504000,-0.000,-8.290e-05,2.216e-06,0.0
2524704000,-0.000,-6.748e-05,3.633e-06,0.0
2524904000,-0.000,-6.661e-05,3.633e-06,0.0
2525104000,-0.000,-7.174e-05,-2.487e-06,0.0
2525304000,-0.000,-7.895e-05,-2.487e-06,0.0
2525500000,-0.000,-8.286e-05,-2.487e-06,0.0
2525704000,-0.000,-8.431e-05,-2.487e-06,0.0
2525904000,-0.000,-8.511e-05,-2.487e-06,0.0
2526104000,-0.000,-8.415e-05,-2.487e-06,0.0
2526304000,-0.000,-8.192e-05,-2.487e-06,0.0
2526504000,-0.000,-8.019e-05,-1.562e-06,0.0
2526704000,-0.000,-7.632e-05,-1.587e-06,0.0
2526904000,-0.000,-7.695e-05,-1.996e-06,0.0
2527104000,-0.000,-7.621e-05,-1.996e-06,0.0
2527304000,-0.000,-7.584e-05,-2.011e-06,0.0
2527504000,-0.000,-7.468e-05,-3.678e-06,0.0
2527704000,-0.000,-7.497e-05,-3.150e-06,0.0
2527904000,-0.000,-7.462e-05,-2.826e-06,0.0
2528104000,-0.000,-7.176e-05,-3.644e-06,0.0
2528304000,-0.000,-7.031e-05,-3.844e-06,0.0
2528504000,-0.000,-6.902e-05,-3.516e-06,0.0
2528704000,-0.000,-6.525e-05,-3.606e-06,0.0
2528904000,-0.000,-6.087e-05,-3.073e-06,0.0
2529104000,-0.000,-4.780e-05,-4.376e-06,0.0
2529304000,-0.000,-3.678e-05,-4.052e-06,0.0
2529504000,-0.000,-3.571e-05,-4.937e-06,0.0
2529704000,-0.000,-2.441e-05,-8.702e-06,0.0
2529904000,-0.000,-1.854e-05,-1.044e-05,0.0
2530104000,-0.000,-2.089e-05,-1.220e-05,0.0
2530304000,-0.000,-1.862e-05,-1.070e-05,0.0
2530504000,-0.000,-1.435e-05,-1.000e-05,0.0
2530704000,-0.000,-1.258e-05,-9.985e-06,0.0
2530904000,-0.000,-6.844e-06,-9.219e-06,0.0
2531104000,-0.000,-3.737e-06,-9.143e-06,0.0
2531304000,-0.000,-2.866e-06,-9.143e-06,0.0
2531504000,-0.000,-5.771e-06,-9.388e-06,0.0
2531704000,-0.000,-9.347e-06,-9.388e-06,0.0
2531904000,-0.000,-1.050e-05,-8.672e-06,0.0
2532104000,-0.000,0.002,-7.321e-06,0.0
2532304000,-0.000,0.017,-8.410e-06,0.0
2532504000,-0.000,0.021,-8.410e-06,0.0
2532704000,-0.000,0.007,-8.231e-06,0.0
2532904000,-0.000,0.004,-6.282e-06,0.0
2533104000,-0.000,0.004,-6.282e-06,0.0
2533304000,-0.000,0.005,-9.025e-06,0.0
2533504000,-0.000,-0.011,-9.617e-06,0.0
2533704000,-0.000,-0.023,-1.081e-05,0.0
2533904000,-0.000,-0.006,-9.129e-06,0.0
2534104000,-0.000,0.000,-9.129e-06,0.0
2534304000,-0.000,0.002,-1.310e-05,0.0
2534504000,-0.000,0.002,-1.420e-05,0.0
2534704000,-0.000,0.002,-1.420e-05,0.0
2534904000,-0.000,0.002,-1.420e-05,0.0
2535104000,-0.000,0.002,-1.420e-05,0.0
2535304000,-0.000,0.002,-1.420e-05,0.0
2535504000,-0.000,0.002,-1.417e-05,0.0
2535704000,-0.000,0.002,-1.416e-05,0.0
2535904000,-0.000,0.002,-1.416e-05,0.0
2536104000,-0.000,0.002,-1.404e-05,0.0
2536304000,-0.000,0.002,-1.398e-05,0.0
2536504000,-0.000,0.002,-1.387e-05,0.0
2536704000,-0.000,0.002,-1.382e-05,0.0
2536904000,-0.000,0.002,-1.361e-05,0.0
2537104000,-0.000,0.002,-1.289e-05,0.0
2537304000,-0.000,0.002,-1.102e-05,0.0
2537504000,-0.000,0.001,-9.682e-06,0.0
2537704000,-0.000,0.001,-9.761e-06,0.0
2537904000,-0.000,0.001,-9.457e-06,0.0
2538104000,-0.000,0.001,-9.457e-06,0.0
2538304000,-0.000,0.001,-9.457e-06,0.0
2538504000,-0.000,0.001,-9.457e-06,0.0
2538704000,-0.000,0.001,-5.386e-06,0.0
2538904000,-0.000,0.001,-5.386e-06,0.0
2539104000,-0.000,0.001,-5.386e-06,0.0
2539304000,-0.000,0.001,-5.386e-06,0.0
2539504000,-0.000,0.001,-5.386e-06,0.0
2539704000,-0.000,0.001,-5.386e-06,0.0
2539904000,-0.000,0.001,-6.837e-06,0.0
2540104000,-0.000,0.001,-6.832e-06,0.0
2540304000,-0.000,0.001,-5.113e-06,0.0
2540504000,-0.000,0.001,-5.113e-06,0.0
2540704000,-0.000,0.001,-5.113e-06,0.0
2540904000,-0.000,0.001,-5.113e-06,0.0
2541104000,-0.000,0.001,-6.548e-06,0.0
2541304000,-0.000,0.001,-6.548e-06,0.0
2541504000,-0.000,0.001,-6.548e-06,0.0
2541704000,-0.000,0.001,-6.548e-06,0.0
2541904000,-0.000,0.001,-6.548e-06,0.0
2542104000,-0.000,0.001,-6.548e-06,0.0
2542304000,-0.000,0.001,-6.548e-06,0.0
2542504000,-0.000,0.001,-6.061e-06,0.0
2542704000,-0.000,0.001,-4.068e-06,0.0
2542904000,-0.000,0.001,-4.068e-06,0.0
2543104000,-0.000,0.001,-4.068e-06,0.0
2543304000,-0.000,0.001,-4.068e-06,0.0
2543504000,-0.000,0.001,-4.097e-06,0.0
2543704000,-0.000,0.001,-4.337e-06,0.0
2543904000,-0.000,0.001,-4.767e-06,0.0
2544104000,-0.000,0.001,-5.947e-06,0.0
2544304000,-0.000,0.001,-5.628e-06,0.0
2544504000,-0.000,0.001,-4.966e-06,0.0
2544704000,-0.000,0.001,-4.966e-06,0.0
2544904000,-0.000,0.001,-4.966e-06,0.0
2545104000,-0.000,0.001,-4.649e-06,0.0
2545304000,-0.000,0.001,-3.250e-06,0.0
2545504000,-0.000,0.001,-1.988e-06,0.0
2545704000,-0.000,0.001,-2.596e-06,0.0
2545904000,-0.000,0.001,-2.862e-06,0.0
2546104000,-0.000,0.001,-1.693e-06,0.0
2546304000,-0.000,0.001,-1.767e-06,0.0
2546504000,-0.000,0.001,-1.523e-06,0.0
2546704000,-0.000,0.001,-3.890e-07,0.0
2546904000,-0.000,0.001,-1.179e-06,0.0
2547104000,-0.000,0.001,-7.987e-07,0.0
2547304000,-0.000,0.001,-6.249e-07,0.0
2547504000,-0.000,0.001,-1.548e-07,0.0
2547704000,-0.000,0.001,1.349e-07,0.0
2547904000,-0.000,0.001,1.280e-06,0.0
2548104000,-0.000,0.001,2.372e-06,0.0
2548304000,-0.000,0.001,1.589e-06,0.0
2548504000,-0.000,0.001,1.300e-06,0.0
2548704000,-0.000,0.000,1.455e-07,0.0
2548904000,-0.000,0.000,-5.355e-07,0.0
2549104000,-0.000,0.000,-2.766e-07,0.0
2549304000,-0.000,0.000,9.454e-07,0.0
2549504000,-0.000,0.000,6.644e-07,0.0
2549704000,-0.000,0.000,2.157e-07,0.0
2549904000,-0.000,0.000,-3.419e-07,0.0
2550104000,-0.000,0.000,4.072e-07,0.0
2550304000,-0.000,0.000,4.735e-07,0.0
2550504000,-0.000,0.000,7.124e-07,0.0
2550704000,-0.000,0.000,1.523e-06,0.0
2550904000,-0.000,0.000,1.354e-06,0.0
2551104000,-0.000,0.000,7.610e-07,0.0
2551304000,-0.000,0.000,-6.689e-08,0.0
2551504000,-0.000,0.000,-9.343e-07,0.0
2551704000,-0.000,0.000,-1.207e-06,0.0
2551904000,-0.000,0.000,7.275e-08,0.0
2552104000,-0.000,0.000,1.822e-06,0.0
2552304000,-0.000,0.000,3.739e-07,0.0
2552504000,-0.000,0.000,5.604e-07,0.0
2552704000,-0.000,0.000,5.710e-07,0.0
2552904000,-0.000,0.000,1.784e-06,0.0
2553104000,-0.000,0.000,1.611e-06,0.0
2553304000,-0.000,0.000,1.881e-06,0.0
2553504000,-0.000,0.000,2.758e-06,0.0
2553704000,-0.000,0.000,2.474e-06,0.0
2553904000,-0.000,0.000,1.586e-06,0.0
2554104000,-0.000,0.000,8.777e-07,0.0
2554304000,-0.000,0.000,7.735e-07,0.0
2554504000,-0.000,0.000,7.665e-08,0.0
2554704000,-0.000,0.000,-6.400e-07,0.0
2554904000,-0.000,0.000,-1.073e-06,0.0
2555104000,-0.000,0.000,-2.061e-06,0.0
2555304000,-0.000,0.000,-2.525e-06,0.0
2555504000,-0.000,0.000,-3.548e-06,0.0
2555704000,-0.000,0.000,-3.236e-06,0.0
2555904000,-0.000,0.000,-3.069e-06,0.0
2556104000,-0.000,0.000,-2.996e-06,0.0
2556304000,-0.000,0.000,-2.543e-06,0.0
2556504000,-0.000,0.000,-1.777e-06,0.0
2556704000,-0.000,0.000,-1.897e-06,0.0
2556904000,-0.000,0.000,-1.108e-06,0.0
2557104000,-0.000,0.000,-9.284e-07,0.0
2557304000,-0.000,0.000,-2.366e-06,0.0
2557500000,-0.000,0.000,-1.905e-06,0.0
2557704000,-0.000,0.000,6.186e-07,0.0
2557904000,-0.000,0.000,5.221e-08,0.0
2558104000,-0.000,0.000,-8.611e-07,0.0
2558304000,-0.000,0.000,-4.869e-07,0.0
2558504000,-0.000,0.000,-6.011e-07,0.0
2558704000,-0.000,0.000,-3.473e-07,0.0
2558904000,-0.000,0.000,-1.214e-07,0.0
2559104000,-0.000,0.000,2.368e-06,0.0
2559304000,-0.000,0.000,3.814e-06,0.0
2559504000,-0.000,0.000,3.116e-06,0.0
2559704000,-0.000,0.000,4.266e-06,0.0
2559904000,-0.000,0.000,4.884e-06,0.0
2560104000,-0.000,0.000,4.999e-06,0.0
2560304000,-0.000,0.000,5.255e-06,0.0
2560504000,-0.000,0.000,4.404e-06,0.0
2560704000,-0.000,9.152e-05,2.799e-06,0.0
2560904000,-0.000,9.651e-05,3.513e-06,0.0
2561104000,-0.000,0.000,3.332e-06,0.0
2561304000,-0.000,0.000,3.213e-06,0.0
2561504000,-0.000,0.000,3.097e-06,0.0
2561704000,-8.364e-05,0.000,4.341e-06,0.0
2561904000,-9.321e-05,0.000,3.078e-06,0.0
2562104000,-0.000,0.000,3.104e-06,0.0
2562304000,-0.000,0.000,3.803e-06,0.0
2562504000,-0.000,0.000,4.242e-06,0.0
2562704000,-0.000,0.000,5.097e-06,0.0
2562904000,-0.000,1.663e-05,5.243e-06,0.0
2563104000,-0.000,-5.314e-05,5.243e-06,0.0
2563304000,-0.000,-8.020e-05,5.243e-06,0.0
2563504000,-0.000,-0.000,5.243e-06,0.0
2563704000,-0.000,-0.000,5.243e-06,0.0
2563904000,-0.000,-0.000,5.243e-06,0.0
2564104000,-0.000,-0.000,5.243e-06,0.0
2564304000,-0.000,-0.000,5.243e-06,0.0
2564504000,-0.000,-0.000,5.243e-06,0.0
2564704000,-0.000,-0.000,5.243e-06,0.0
2564904000,-0.000,-0.000,5.243e-06,0.0
2565104000,-0.000,-0.000,5.243e-06,0.0
2565304000,-0.000,-0.000,5.243e-06,0.0
2565504000,-0.000,-0.000,5.243e-06,0.0
2565704000,-0.000,-0.000,5.243e-06,0.0
2565904000,-0.000,-0.000,5.243e-06,0.0
2566104000,-0.000,-0.000,5.243e-06,0.0
2566304000,-0.000,-0.000,5.243e-06,0.0
2566504000,-0.000,-0.000,5.243e-06,0.0
2566704000,-0.000,-0.000,5.243e-06,0.0
2566904000,-0.000,-0.000,5.243e-06,0.0
