timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
2482408000,2482408000,0.003,0.002,-0.001,0.022,0.023,-0.036
2482508000,2482508000,0.004,0.004,-0.001,-0.028,0.018,0.019
2482608000,2482608000,0.004,0.003,-0.002,0.016,0.029,-0.001
2482708000,2482708000,0.005,0.001,-0.002,0.016,-0.038,0.014
2482808000,2482808000,0.005,0.000,-0.002,-0.000,-0.024,-0.015
2482908000,2482908000,0.005,-0.001,-0.002,0.010,-0.041,-0.002
2483008000,2483008000,0.005,-0.000,-0.002,-0.018,0.020,-0.001
2483108000,2483108000,0.004,0.000,-0.001,0.008,-0.007,-0.003
2483208000,2483208000,0.003,0.001,-0.001,-0.027,0.051,0.028
2483308000,2483308000,0.003,0.000,-0.000,-0.017,0.016,0.002
2483408000,2483408000,0.002,0.001,-0.000,0.008,0.048,-0.038
2483508000,2483508000,0.001,0.003,0.000,0.017,0.005,0.018
2483608000,2483608000,0.000,0.003,0.000,-0.003,-0.014,-0.002
2483708000,2483708000,-0.001,0.004,0.000,-0.023,0.000,0.007
2483808000,2483808000,-0.001,0.002,0.000,-0.036,-0.004,-0.049
2483908000,2483908000,-0.002,0.002,0.000,-0.011,0.018,-0.022
2484008000,2484008000,-0.002,0.002,0.000,0.025,-0.019,0.043
2484108000,2484108000,-0.002,0.002,0.000,0.002,-0.024,0.014
2484208000,2484208000,-0.002,0.002,0.000,0.009,0.005,0.017
2484308000,2484308000,-0.003,0.002,0.001,-0.008,-0.018,0.013
2484408000,2484408000,-0.003,0.002,0.001,-0.011,-0.033,-0.017
2484508000,2484508000,-0.002,0.001,0.001,0.032,0.002,0.004
2484608000,2484608000,-0.002,0.001,0.002,0.042,0.033,-0.013
2484708000,2484708000,-0.002,-0.000,0.002,-0.010,-0.010,-0.010
2484808000,2484808000,-0.002,-0.000,0.003,0.013,-0.009,0.006
2484908000,2484908000,-0.002,-0.000,0.003,-0.046,0.015,0.037
2485008000,2485008000,-0.002,-0.001,0.002,0.002,-0.019,-0.013
2485108000,2485108000,-0.001,-0.001,0.001,0.009,-0.031,0.010
2485208000,2485208000,-0.000,-0.002,0.001,-0.000,0.003,0.025
2485308000,2485308000,2.764e-05,-0.001,0.001,-0.006,0.085,0.017
2485408000,2485408000,7.761e-05,-0.000,0.001,-0.026,0.011,0.009
2485508000,2485508000,0.000,-0.000,0.001,0.035,0.019,-0.005
2485608000,2485608000,0.000,-0.001,0.002,0.013,-0.007,0.029
2485708000,2485708000,-3.203e-05,-0.000,0.002,-0.001,-0.032,-0.003
2485808000,2485808000,4.449e-05,-0.000,0.002,0.006,0.004,0.024
2485908000,2485908000,-8.991e-05,-0.000,0.002,-0.004,-0.009,0.004
2486008000,2486008000,0.000,-0.000,0.003,0.003,-0.008,0.024
2486108000,2486108000,0.000,-0.001,0.002,0.012,-0.000,-0.040
2486208000,2486208000,0.000,-0.002,0.002,0.011,-0.004,5.586e-05
2486308000,2486308000,0.000,-0.001,0.001,-0.004,0.004,-0.007
2486408000,2486408000,0.000,-0.002,0.001,0.018,-0.059,-0.009
2486508000,2486508000,0.000,-0.003,0.001,0.011,0.008,0.012
2486608000,2486608000,4.777e-06,-0.003,0.001,-0.003,-0.021,-0.013
2486708000,2486708000,-0.000,-0.001,0.000,0.004,0.070,-0.013
2486808000,2486808000,-0.000,-0.001,0.000,-0.013,-0.006,0.012
2486908000,2486908000,0.000,-0.000,9.869e-05,0.015,-0.003,0.001
2487008000,2487008000,0.000,-9.645e-05,-2.919e-05,-0.014,-0.018,0.023
2487108000,2487108000,0.000,-0.000,-0.000,-0.014,-0.035,0.011
2487208000,2487208000,0.000,-0.000,-0.000,-0.007,0.018,0.005
2487308000,2487308000,0.000,-9.378e-05,-0.000,0.016,0.017,0.000
2487408000,2487408000,0.001,0.000,-0.000,-0.004,0.038,-0.014
2487508000,2487508000,0.001,0.000,-0.000,0.008,-0.014,0.027
2487608000,2487608000,0.001,-0.000,-0.001,-0.012,-0.000,-0.002
2487708000,2487708000,0.002,-0.000,-0.001,0.028,0.051,-0.019
2487808000,2487808000,0.003,-0.000,-0.000,0.022,-0.018,0.038
2487908000,2487908000,0.003,-0.001,-0.000,0.023,-0.017,-0.001
2488008000,2488008000,0.004,-0.002,8.369e-05,0.017,0.001,0.045
2488108000,2488108000,0.005,-0.002,-0.000,0.030,-0.001,-0.027
2488208000,2488208000,0.005,-0.002,7.397e-05,-0.000,0.025,0.004
2488308000,2488308000,0.004,-0.000,0.000,0.009,0.040,0.001
2488408000,2488408000,0.004,0.000,0.000,-0.020,0.034,-0.000
2488508000,2488508000,0.003,0.001,-0.000,-0.031,-0.009,-0.023
2488608000,2488608000,0.001,0.003,-0.001,-0.016,0.020,-0.022
2488708000,2488708000,-0.000,0.004,-0.001,0.006,0.029,0.016
2488808000,2488808000,-0.002,0.004,-0.002,-0.014,-0.030,-0.002
2488908000,2488908000,-0.004,0.003,-0.003,-0.034,-0.028,0.011
2489008000,2489008000,-0.005,0.003,-0.003,-0.032,-0.001,0.041
2489108000,2489108000,-0.005,0.001,-0.004,0.029,0.043,-0.006
2489208000,2489208000,-0.005,0.002,-0.003,-0.024,0.059,0.052
2489308000,2489308000,-0.005,0.001,-0.004,-0.004,-0.018,-0.010
2489408000,2489408000,-0.006,0.001,-0.003,0.005,0.008,-0.011
2489508000,2489508000,-0.006,0.001,-0.002,0.001,0.048,0.028
2489608000,2489608000,-0.006,0.001,-0.001,0.035,0.030,0.020
2489708000,2489708000,-0.006,0.000,-0.001,0.029,-0.013,-0.004
2489808000,2489808000,-0.005,-0.000,-0.000,0.035,0.013,0.021
2489908000,2489908000,-0.005,-0.001,1.976e-05,0.006,0.020,0.027
2490008000,2490008000,-0.004,-0.002,-5.372e-05,-0.016,0.005,-0.014
2490108000,2490108000,-0.003,-0.002,0.000,-0.008,-0.000,0.029
2490208000,2490208000,-0.001,-0.001,-6.024e-05,-0.001,0.001,-0.023
2490308000,2490308000,0.000,0.001,-9.476e-05,0.029,0.043,-0.059
2490408000,2490408000,0.000,0.003,0.000,-0.005,-0.002,0.001
2490508000,2490508000,0.000,0.004,0.001,-0.024,-0.007,0.026
2490608000,2490608000,0.001,0.002,0.000,-0.016,-0.045,-0.020
2490708000,2490708000,0.002,0.003,0.000,-0.009,0.017,0.034
2490808000,2490808000,0.001,0.002,-0.000,0.011,-0.028,-0.030
2490908000,2490908000,0.001,0.001,-0.001,0.006,-0.013,-0.011
2491008000,2491008000,0.002,0.001,-0.001,0.007,-0.002,0.000
2491108000,2491108000,0.001,0.000,-0.000,-0.008,-0.037,0.014
2491208000,2491208000,0.000,0.000,-0.000,-0.007,-0.012,0.014
2491308000,2491308000,0.000,-0.001,7.216e-05,-0.010,-0.024,-0.015
2491408000,2491408000,0.000,-0.001,0.000,-0.013,-0.032,0.007
2491508000,2491508000,0.000,-0.001,0.000,-0.002,-0.015,-0.007
2491608000,2491608000,0.000,-0.004,0.000,0.005,-0.019,0.025
2491708000,2491708000,0.000,-0.003,0.000,0.026,0.008,0.015
2491808000,2491808000,0.000,-0.004,0.001,-0.005,-0.003,0.004
2491908000,2491908000,-0.000,-0.003,0.000,-0.024,-0.016,0.014
2492008000,2492008000,-0.000,-0.001,0.001,-0.036,0.037,0.009
2492108000,2492108000,-0.000,-0.002,0.001,0.029,-0.008,0.025
2492208000,2492208000,-0.000,-0.002,0.001,0.016,-0.039,0.001
2492308000,2492308000,-0.000,-0.001,0.001,0.020,0.004,0.003
2492408000,2492408000,-8.715e-05,-0.001,0.001,0.037,0.002,0.006
2492508000,2492508000,-0.000,-0.001,0.000,-0.011,0.011,-0.006
2492608000,2492608000,-0.001,-0.003,0.000,-0.034,0.005,0.017
2492708000,2492708000,-0.001,-0.001,0.000,-0.002,-0.000,-0.018
2492808000,2492808000,-0.001,-0.001,0.000,0.038,0.014,0.014
2492908000,2492908000,-0.001,-0.000,0.000,0.015,0.015,0.029
2493008000,2493008000,-0.001,-0.000,-0.000,0.002,-0.007,-0.032
2493108000,2493108000,-0.001,-0.001,0.000,-0.011,-0.033,-0.004
2493208000,2493208000,-0.001,-0.002,0.000,-0.013,-0.017,0.009
2493308000,2493308000,-0.001,-0.000,0.000,-0.002,0.034,-0.004
2493408000,2493408000,-0.001,0.001,0.000,0.011,0.025,-0.015
2493508000,2493508000,-0.000,0.002,-1.005e-05,0.022,-0.001,0.003
2493608000,2493608000,-0.001,0.001,-0.000,-0.034,-0.027,-0.001
2493708000,2493708000,0.000,0.001,-0.001,0.037,-0.023,-0.036
2493808000,2493808000,0.000,0.001,-0.001,0.001,0.033,0.027
2493908000,2493908000,0.001,0.001,-0.001,0.019,0.015,0.024
2494008000,2494008000,0.001,0.001,-0.001,0.028,0.038,0.002
2494108000,2494108000,0.001,0.001,-0.001,-0.000,-0.011,0.008
2494208000,2494208000,-0.001,-0.004,-0.000,-0.066,-0.206,-0.030
2494308000,2494308000,-0.006,-0.002,0.000,-0.031,0.046,-0.012
2494408000,2494408000,-0.009,-0.001,0.000,-0.033,0.019,-0.006
2494508000,2494508000,-0.011,-0.000,0.001,-0.028,0.024,-0.001
2494608000,2494608000,-0.010,-0.000,0.001,0.035,0.013,-0.009
2494708000,2494708000,-0.010,-0.000,0.001,0.030,-0.020,0.017
2494808000,2494808000,-0.009,0.000,-8.745e-05,0.008,-0.011,-0.053
2494908000,2494908000,-0.009,-0.000,-0.000,-0.016,-0.016,0.009
2495008000,2495008000,-0.008,-0.000,-0.000,0.038,-0.023,-0.015
2495108000,2495108000,-0.007,0.000,-0.001,0.035,0.030,-0.034
2495208000,2495208000,-0.006,0.000,-0.000,-0.023,-0.039,-0.007
2495308000,2495308000,-0.004,-0.000,-0.001,0.043,-0.018,0.009
2495408000,2495408000,-0.003,0.000,-0.001,0.030,-0.000,-0.006
2495508000,2495508000,-0.002,-7.285e-05,-0.001,-0.008,-0.015,-0.004
2495608000,2495608000,-0.001,9.241e-05,-0.000,-0.026,-0.011,0.013
2495708000,2495708000,-0.000,-0.000,2.215e-05,-0.014,0.025,0.033
2495808000,2495808000,-0.000,-0.000,-0.000,0.017,0.005,-0.016
2495908000,2495908000,0.000,-0.000,3.133e-05,-0.010,-0.006,-0.005
2496008000,2496008000,0.000,-0.000,0.000,0.019,0.015,-0.013
2496112000,2496112000,0.001,-0.000,0.001,0.004,-0.038,0.006
2496212000,2496212000,0.001,2.235e-05,0.001,0.001,0.004,0.040
2496312000,2496312000,0.000,-0.000,0.001,0.008,-0.016,0.006
2496412000,2496412000,0.001,0.000,0.000,0.002,-0.023,-0.018
2496512000,2496512000,0.001,-0.000,-0.000,-0.003,-0.018,-0.004
2496612000,2496612000,0.001,6.622e-05,-0.001,0.025,-0.009,-0.002
2496712000,2496712000,0.000,-0.000,-0.000,-0.002,-0.009,0.016
2496812000,2496812000,0.000,-0.000,0.002,0.010,-0.017,0.032
2496912000,2496912000,0.000,-0.000,0.003,-0.017,-0.038,0.033
2497012000,2497012000,-0.000,-0.000,0.004,-0.010,0.035,0.000
2497112000,2497112000,0.002,-0.000,0.004,0.109,0.011,-0.022
2497212000,2497212000,0.033,0.000,0.003,0.400,-0.008,-0.028
2497312000,2497312000,0.108,0.000,0.003,0.999,0.000,-0.002
2497412000,2497412000,0.266,-8.431e-05,0.003,2.058,0.038,-0.026
2497512000,2497512000,0.424,0.003,0.002,1.181,-0.034,-0.010
2497612000,2497612000,0.505,0.000,0.000,0.528,-0.050,-0.000
2497712000,2497712000,0.535,0.000,-0.001,0.117,0.013,-0.039
2497812000,2497812000,0.527,4.507e-05,-0.002,-0.200,0.015,-0.019
2497912000,2497912000,0.492,0.000,-0.002,-0.469,-0.027,0.018
2498012000,2498012000,0.439,0.002,-0.001,-0.575,0.019,0.029
2498112000,2498112000,0.373,0.008,0.003,-0.693,0.088,0.067
2498212000,2498212000,0.305,0.020,0.015,-0.665,0.162,0.154
2498312000,2498312000,0.236,0.016,0.029,-0.642,-0.277,0.022
2498412000,2498412000,0.171,0.009,0.032,-0.602,0.081,0.030
2498512000,2498512000,0.114,0.003,0.029,-0.560,-0.246,-0.067
2498612000,2498612000,0.066,-0.003,0.021,-0.419,-0.064,-0.093
2498712000,2498712000,0.027,-0.003,0.011,-0.352,-0.032,-0.081
2498812000,2498812000,-0.002,-0.002,0.002,-0.283,-0.012,-0.087
2498912000,2498912000,-0.023,0.001,-0.002,-0.220,0.088,-0.034
2499012000,2499012000,-0.037,0.002,-0.003,-0.118,-0.000,0.008
2499112000,2499112000,-0.044,0.003,-0.002,-0.033,0.032,0.037
2499212000,2499212000,-0.048,-0.002,9.375e-05,-0.031,-0.173,0.029
2499312000,2499312000,-0.179,-0.003,-0.001,-1.972,0.054,-0.037
2499412000,2499412000,-0.373,-0.003,-0.001,-1.726,0.026,-0.030
2499512000,2499512000,-0.503,-0.002,-0.000,-1.007,-0.004,-0.024
2499612000,2499612000,-0.568,-0.002,0.001,-0.389,0.007,0.027
2499712000,2499712000,-0.580,-0.001,0.002,0.059,0.022,0.000
2499812000,2499812000,-0.553,-0.002,0.002,0.404,-0.008,-0.040
2499912000,2499912000,-0.503,-0.001,-0.001,0.585,0.010,-0.048
2500012000,2500012000,-0.439,-0.002,-0.005,0.676,-0.002,-0.009
2500112000,2500112000,-0.369,-0.001,-0.008,0.710,-0.017,-0.065
2500212000,2500212000,-0.297,-0.000,-0.010,0.675,0.019,-0.004
2500312000,2500312000,-0.229,-0.000,-0.012,0.664,0.007,-0.036
2500412000,2500412000,-0.166,0.000,-0.012,0.589,-0.001,0.003
2500512000,2500512000,-0.111,0.000,-0.012,0.493,0.020,0.021
2500612000,2500612000,-0.065,0.000,-0.011,0.396,-0.022,-0.006
2500712000,2500712000,-0.032,0.000,-0.011,0.329,-0.003,0.012
2500812000,2500812000,-0.005,0.000,-0.010,0.229,-0.001,-0.004
2500912000,2500912000,-0.144,0.004,-0.012,-2.177,-0.003,-0.027
2501012000,2501012000,-0.329,0.002,-0.011,-1.425,-0.054,0.038
2501112000,2501112000,-0.432,0.002,-0.008,-0.751,-0.032,0.037
2501212000,2501212000,-0.480,0.001,-0.005,-0.300,0.012,0.041
2501312000,2501312000,-0.488,0.000,-0.003,0.030,-0.010,0.024
2501412000,2501412000,-0.467,0.000,-0.003,0.296,0.008,-0.008
2501512000,2501512000,-0.424,0.000,-0.001,0.514,-0.033,0.028
2501612000,2501612000,-0.368,0.000,-0.001,0.604,-0.032,0.020
2501712000,2501712000,-0.306,0.000,-0.001,0.661,0.016,0.021
2501812000,2501812000,-0.241,0.000,-0.000,0.657,0.011,-0.000
2501912000,2501912000,-0.180,0.000,-0.001,0.607,0.037,-0.014
2502012000,2502012000,-0.124,0.000,-0.001,0.530,0.034,0.011
2502112000,2502112000,-0.076,0.001,-0.001,0.451,0.014,-0.039
2502212000,2502212000,-0.037,0.002,-0.002,0.340,0.004,-0.046
2502312000,2502312000,-0.006,0.003,-0.003,0.218,0.045,-0.027
2502412000,2502412000,0.015,0.003,-0.003,0.203,0.017,0.005
2502512000,2502512000,0.030,0.003,-0.004,0.113,0.002,-0.020
2502612000,2502612000,0.040,-0.011,-0.005,0.135,-1.500,-0.041
2502712000,2502712000,0.206,0.012,-0.009,2.305,0.734,0.050
2502812000,2502812000,0.403,0.015,-0.005,1.639,-0.052,0.054
2502912000,2502912000,0.526,0.009,-0.005,0.913,-0.033,0.018
2503012000,2503012000,0.582,0.006,-0.006,0.304,-0.030,-0.026
2503112000,2503112000,0.586,0.007,-0.007,-0.118,0.113,0.007
2503212000,2503212000,0.553,0.009,-0.007,-0.436,-0.055,-0.004
2503312000,2503312000,0.498,0.005,-0.006,-0.624,-0.018,0.012
2503412000,2503412000,0.431,0.003,-0.006,-0.718,0.006,-0.005
2503512000,2503512000,0.360,0.001,-0.006,-0.679,-0.019,0.014
2503612000,2503612000,0.287,0.001,-0.005,-0.694,-0.014,0.033
2503712000,2503712000,0.219,0.000,-0.004,-0.644,0.009,0.007
2503812000,2503812000,0.157,0.000,-0.003,-0.602,0.004,0.042
2503912000,2503912000,0.103,5.594e-05,-0.002,-0.499,0.009,-0.012
2504012000,2504012000,0.057,5.853e-05,-0.002,-0.426,0.013,0.000
2504112000,2504112000,0.025,-0.000,-0.000,-0.119,0.024,0.047
2504212000,2504212000,0.072,-4.179e-05,0.001,1.283,-0.057,0.025
2504312000,2504312000,0.277,4.104e-05,0.004,1.776,0.091,0.018
2504412000,2504412000,0.406,0.001,0.002,0.962,-0.012,-0.031
2504512000,2504512000,0.471,0.000,0.000,0.454,-0.003,-0.014
2504612000,2504612000,0.493,-0.000,-0.000,0.075,0.010,-0.018
2504712000,2504712000,0.480,0.000,-0.002,-0.225,-0.000,-0.015
2504812000,2504812000,0.445,0.000,-0.002,-0.406,0.001,-0.013
2504912000,2504912000,0.393,0.000,-0.002,-0.584,-0.006,0.000
2505012000,2505012000,0.333,0.000,-0.002,-0.607,0.006,-0.019
2505112000,2505112000,0.268,0.000,-0.002,-0.601,0.035,-0.023
2505212000,2505212000,0.205,0.000,-0.001,-0.609,0.018,-0.002
