timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
2495128000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2495632000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2496136000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2496640000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2497144000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2497648000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2498152000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2498656000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2499160000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2499664000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2500168000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2500672000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2501176000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2501680000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2502184000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2502688000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2503192000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2503696000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2504200000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2504704000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2505208000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2505712000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2506216000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2506720000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2507224000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2507728000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2508232000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2508736000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2509240000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2509744000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2510248000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2510752000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2511256000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2511760000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2512264000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2512768000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2513272000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2513776000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2514280000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2514784000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2515288000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2515792000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2516296000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2516800000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2517304000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2517808000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2518312000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2518816000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2519320000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2519824000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2520328000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2520832000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2521336000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2521840000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2522344000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2522848000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2523352000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2523856000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2524360000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2524864000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2525368000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2525872000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2526376000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2526880000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2527384000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2527888000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2528392000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2528896000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2529400000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2529904000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2530408000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2530912000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2531416000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2531920000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2532424000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2532928000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2533432000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2533936000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2534440000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2534944000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2535448000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2535952000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2536456000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2536960000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2537464000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2537788000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
2538304000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2538808000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2539312000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2539816000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2540320000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2540824000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2541328000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2541832000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2542336000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2542840000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2543344000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2543848000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2544352000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2544856000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2545360000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2545864000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2546368000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2546872000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2547376000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2547880000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2548384000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2548888000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2549392000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2549896000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2550400000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2550904000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2551408000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2551912000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2552416000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2552920000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2553424000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2553928000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2554432000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2554936000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2555440000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2555944000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2556448000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2556952000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2557456000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2557960000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2558464000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2558968000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2559472000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2559976000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2560480000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2560984000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2561488000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2561992000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2562496000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2563000000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2563504000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2564008000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2564512000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2565016000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2565520000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2566024000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2566528000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2567032000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2567500000,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
2568016000,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
