timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1240828000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1241332000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1241836000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1242340000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1242844000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1243348000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1243852000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1244356000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1244860000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1245364000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1245868000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1246372000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1246876000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1247380000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1247884000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1248388000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1248892000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1249396000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1249900000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1250404000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1250908000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1251412000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1251916000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1252420000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1252924000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1253428000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1253932000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1254436000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1254940000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1255444000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1255948000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1256452000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1256956000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1257460000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1257964000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1258468000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1258972000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1259476000,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
1260040000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1260544000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1261048000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1261552000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1262056000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1262560000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1263064000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1263568000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1264072000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1264576000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1265080000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1265584000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1266088000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1266592000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1267096000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1267600000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1268104000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1268608000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1269112000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1269616000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1270120000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1270624000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1271128000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1271632000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1272136000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1272640000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1273144000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1273648000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1274152000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1274656000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1275160000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1275664000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1276168000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1276672000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1277176000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1277680000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1278184000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1278688000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1279192000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1279696000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1280200000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1280704000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1281208000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1281712000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1282216000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1282720000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1283224000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1283728000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1284232000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1284736000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1285240000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1285744000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1286248000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1286752000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1287256000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1287760000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1288264000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1288768000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1289272000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1289776000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1290280000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1290784000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1291288000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1291792000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1292296000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1292800000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1293304000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1293808000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1294312000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1294816000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1295320000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1295824000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1296328000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1296832000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1297336000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1297840000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1298344000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
1298872000,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
