timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1207920000,1207920000,0.748,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208020000,1208020000,0.748,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208120000,1208116000,0.748,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208220000,1208220000,0.748,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208320000,1208320000,0.748,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208420000,1208420000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208520000,1208520000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208620000,1208620000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208720000,1208720000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208820000,1208820000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1208920000,1208920000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1209020000,1209020000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1209120000,1209116000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1209220000,1209220000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1209320000,1209320000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209420000,1209420000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209520000,1209520000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209620000,1209620000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209720000,1209720000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209820000,1209820000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1209920000,1209920000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210020000,1210020000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210120000,1210120000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210220000,1210220000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210324000,1210320000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210424000,1210424000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210524000,1210524000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210624000,1210624000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1210724000,1210724000,0.747,0.005,0.003,0.664,0.999,-4.656e-10,0.0,0.004,3
1210824000,1210824000,0.747,0.005,0.003,0.664,0.999,-4.656e-10,0.0,0.004,3
1210928000,1210924000,0.747,0.005,0.003,0.664,0.999,-4.656e-10,0.0,0.004,3
1211032000,1211028000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211132000,1211132000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211232000,1211232000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211332000,1211332000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211432000,1211432000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211532000,1211532000,0.747,0.004,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1211632000,1211632000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1211732000,1211732000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1211832000,1211832000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1211932000,1211932000,0.747,0.004,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1212032000,1212032000,0.747,0.004,0.003,0.664,0.999,-4.656e-10,0.0,0.004,3
1212132000,1212132000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1212232000,1212232000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212332000,1212332000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212432000,1212432000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212532000,1212532000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212632000,1212632000,0.748,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212736000,1212732000,0.748,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212836000,1212836000,0.748,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1212936000,1212936000,0.748,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213036000,1213036000,0.747,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213136000,1213136000,0.747,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213236000,1213236000,0.747,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213336000,1213336000,0.747,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213436000,1213436000,0.747,0.003,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1213536000,1213536000,0.747,0.003,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1213636000,1213636000,0.748,0.003,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1213736000,1213736000,0.748,0.003,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1213836000,1213836000,0.748,0.003,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1213936000,1213936000,0.747,0.003,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214036000,1214036000,0.747,0.003,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214136000,1214136000,0.747,0.003,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214236000,1214236000,0.747,0.003,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214336000,1214336000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214436000,1214436000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214536000,1214536000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214636000,1214636000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214736000,1214736000,0.747,0.004,0.003,0.663,0.999,-4.656e-10,0.0,0.004,3
1214836000,1214836000,0.747,0.004,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1214936000,1214936000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1215036000,1215036000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1215136000,1215136000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1215236000,1215236000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1215336000,1215336000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215436000,1215436000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215536000,1215536000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215636000,1215636000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215736000,1215736000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215836000,1215836000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1215936000,1215936000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216036000,1216036000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216136000,1216136000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216236000,1216236000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216336000,1216336000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216436000,1216436000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1216536000,1216536000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1216636000,1216636000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1216736000,1216736000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1216836000,1216836000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1216936000,1216936000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1217036000,1217036000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217136000,1217136000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217236000,1217236000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217336000,1217336000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217436000,1217436000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217536000,1217536000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217636000,1217636000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1217736000,1217736000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1217836000,1217836000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1217936000,1217936000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1218036000,1218036000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1218136000,1218136000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1218236000,1218236000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1218336000,1218336000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1218436000,1218436000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1218536000,1218536000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1218640000,1218636000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1218740000,1218740000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1218840000,1218840000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1218940000,1218940000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219040000,1219040000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219140000,1219140000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219240000,1219240000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219340000,1219340000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219440000,1219440000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219540000,1219540000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219640000,1219640000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219740000,1219740000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1219840000,1219840000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1219940000,1219940000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220040000,1220040000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220140000,1220140000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220240000,1220240000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220340000,1220340000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220440000,1220440000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220540000,1220540000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220640000,1220640000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220740000,1220740000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1220840000,1220840000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1220940000,1220940000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1221040000,1221040000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1221140000,1221140000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1221240000,1221240000,0.747,0.006,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1221340000,1221340000,0.747,0.006,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1221440000,1221440000,0.747,0.006,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1221540000,1221540000,0.747,0.006,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1221640000,1221640000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1221740000,1221740000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1221840000,1221840000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1221940000,1221940000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222040000,1222040000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222140000,1222140000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222240000,1222240000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222340000,1222340000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222440000,1222440000,0.747,0.006,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222540000,1222540000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222640000,1222640000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222740000,1222740000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222840000,1222840000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1222940000,1222940000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1223040000,1223040000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1223140000,1223140000,0.747,0.004,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1223240000,1223240000,0.747,0.004,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1223340000,1223340000,0.747,0.004,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1223440000,1223440000,0.747,0.004,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1223540000,1223540000,0.747,0.004,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1223644000,1223640000,0.747,0.004,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1223744000,1223744000,0.747,0.004,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1223844000,1223844000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1223944000,1223944000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224044000,1224044000,0.747,0.004,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224144000,1224144000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224244000,1224244000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224344000,1224344000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224444000,1224444000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224544000,1224544000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224644000,1224644000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224744000,1224744000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224844000,1224844000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1224944000,1224944000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1225044000,1225044000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1225144000,1225144000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1225244000,1225244000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225344000,1225344000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225444000,1225444000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225544000,1225544000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225644000,1225644000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225744000,1225744000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225844000,1225844000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1225944000,1225944000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1226044000,1226044000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1226144000,1226144000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1226244000,1226244000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1226344000,1226344000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226444000,1226444000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226544000,1226544000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226644000,1226644000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226744000,1226744000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226844000,1226844000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1226944000,1226944000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227044000,1227044000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227144000,1227144000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227244000,1227244000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227348000,1227344000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227448000,1227448000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227548000,1227548000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227648000,1227648000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227748000,1227748000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227848000,1227848000,0.747,0.007,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1227948000,1227948000,0.747,0.007,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1228048000,1228048000,0.747,0.007,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1228148000,1228148000,0.747,0.007,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1228248000,1228248000,0.747,0.007,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1228348000,1228348000,0.747,0.007,0.006,0.663,0.999,-4.656e-10,0.0,0.004,3
1228448000,1228448000,0.747,0.007,0.006,0.663,0.999,-4.656e-10,0.0,0.004,3
1228548000,1228548000,0.747,0.007,0.006,0.663,0.999,-4.656e-10,0.0,0.004,3
1228648000,1228648000,0.747,0.008,0.006,0.663,0.999,-4.656e-10,0.0,0.004,3
1228748000,1228748000,0.747,0.008,0.006,0.664,0.999,-4.656e-10,0.0,0.004,3
1228848000,1228848000,0.747,0.008,0.006,0.664,0.999,-4.656e-10,0.0,0.004,3
1228948000,1228948000,0.747,0.007,0.006,0.664,0.999,-4.656e-10,0.0,0.004,3
1229048000,1229048000,0.747,0.007,0.006,0.664,0.999,-4.656e-10,0.0,0.004,3
1229148000,1229148000,0.747,0.007,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1229248000,1229248000,0.747,0.007,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1229348000,1229348000,0.747,0.007,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1229448000,1229448000,0.747,0.007,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1229548000,1229548000,0.747,0.007,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1229648000,1229648000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1229748000,1229748000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1229848000,1229848000,0.747,0.006,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1229948000,1229948000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1230048000,1230048000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1230148000,1230148000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1230248000,1230248000,0.747,0.005,0.005,0.664,0.999,-4.656e-10,0.0,0.004,3
1230348000,1230348000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230448000,1230448000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230548000,1230548000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230648000,1230648000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230748000,1230748000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230848000,1230848000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1230948000,1230948000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231048000,1231048000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231148000,1231148000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231248000,1231248000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231348000,1231348000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1231448000,1231448000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1231548000,1231548000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1231648000,1231648000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231748000,1231748000,0.747,0.005,0.004,0.664,0.999,-4.656e-10,0.0,0.004,3
1231848000,1231848000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1231948000,1231948000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232048000,1232048000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232148000,1232148000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232248000,1232248000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1232348000,1232348000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232448000,1232448000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232548000,1232548000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232648000,1232648000,0.747,0.005,0.004,0.663,0.999,-4.656e-10,0.0,0.004,3
1232748000,1232748000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1232848000,1232848000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1232948000,1232948000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1233048000,1233048000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1233148000,1233148000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1233248000,1233248000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1233348000,1233348000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
1233448000,1233448000,0.747,0.005,0.005,0.663,0.999,-4.656e-10,0.0,0.004,3
