timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
146828000,0.0,0.707,0.089,0.087,0.695,0.0,0.0,-0.879,0,0
146972000,0.0,0.707,0.089,0.087,0.695,0.0,0.0,-0.882,0,0
147076000,0.0,0.707,0.089,0.087,0.695,0.0,0.0,-0.884,0,0
147228000,0.0,0.710,0.089,0.087,0.692,0.0,0.0,-0.886,0,0
147372000,0.0,0.712,0.089,0.087,0.690,0.0,0.0,-0.887,0,0
147476000,0.0,0.720,0.0,0.0,0.693,0.0,0.0,-0.872,0,0
147628000,0.0,0.722,0.0,0.0,0.691,0.0,0.0,-0.884,0,0
147772000,0.0,0.723,0.0,0.0,0.689,0.0,0.0,-0.885,0,0
147876000,0.0,0.724,0.0,0.0,0.689,0.0,0.0,-0.882,0,0
148028000,0.0,0.724,0.0,0.0,0.688,0.0,0.0,-0.878,0,0
148172000,0.0,0.724,0.0,0.0,0.689,0.0,0.0,-0.873,0,0
148276000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.870,0,0
148428000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.866,0,0
148572000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.865,0,0
148676000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.864,0,0
148828000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.863,0,0
148972000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.863,0,0
149076000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.864,0,0
149228000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.864,0,0
149372000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.922,0,0
149476000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.889,0,0
149628000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.869,0,0
149772000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.862,0,0
149876000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.861,0,0
150028000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.862,0,0
150172000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.866,0,0
150276000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.871,0,0
150428000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.878,0,0
150572000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.887,0,0
150676000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.893,0,0
150828000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.901,0,0
150972000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.908,0,0
151076000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.911,0,0
151228000,0.0,0.711,0.132,0.125,0.678,0.0,0.0,-0.914,0,0
151372000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.888,0,0
151476000,0.0,0.723,0.0,0.0,0.690,0.0,0.0,-0.903,0,0
151628000,0.0,0.724,0.0,0.0,0.689,0.0,0.0,-0.906,0,0
151772000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.899,0,0
151876000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.892,0,0
152028000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.881,0,0
152172000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.873,0,0
152276000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.869,0,0
152428000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
152572000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
152676000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
152824000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
152928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
153072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
153176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
153320000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.897,0,0
153424000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.876,0,0
153528000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.865,0,0
153672000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.860,0,0
153776000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.860,0,0
153928000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.863,0,0
154072000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.870,0,0
154176000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.877,0,0
154328000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.890,0,0
154472000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.902,0,0
154576000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.911,0,0
154728000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.923,0,0
154872000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.931,0,0
154976000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.936,0,0
155128000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.939,0,0
155272000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.900,0,0
155376000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.921,0,0
155528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.925,0,0
155672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.914,0,0
155776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.903,0,0
155928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.887,0,0
156072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.875,0,0
156176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.868,0,0
156328000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
156472000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
156576000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
156728000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
156872000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
156976000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.866,0,0
157128000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.951,0,0
157272000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.891,0,0
157376000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.873,0,0
157528000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.862,0,0
157672000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.859,0,0
157776000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.860,0,0
157928000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.866,0,0
158072000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.875,0,0
158176000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.883,0,0
158328000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.897,0,0
158472000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.909,0,0
158576000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.918,0,0
158728000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.929,0,0
158872000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.935,0,0
158976000,0.0,0.710,0.157,0.148,0.669,0.0,0.0,-0.938,0,0
159128000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.898,0,0
159272000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.924,0,0
159376000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.927,0,0
159528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.916,0,0
159672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.900,0,0
159776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.888,0,0
159928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.875,0,0
160072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.867,0,0
160176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
160328000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
160472000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
160576000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
160728000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
160872000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.866,0,0
160976000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.867,0,0
161128000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.784,0,0
161272000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.726,0,0
161376000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.698,0,0
161528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.806,0,0
161672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.875,0,0
161776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.902,0,0
161924000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.879,0,0
162024000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.871,0,0
162128000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.867,0,0
162228000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
162328000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
162472000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
162576000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
162728000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
162872000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
162976000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163128000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163272000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163376000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
163928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
164072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
164176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
164328000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
164472000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
164576000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
164728000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
164828000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
164928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.805,0,0
165072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.742,0,0
165176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.696,0,0
165320000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.718,0,0
165424000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.727,0,0
165528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.738,0,0
165672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.819,0,0
165776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
165928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.903,0,0
166072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.878,0,0
166176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.869,0,0
166320000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
166424000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
166528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
166672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
166776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
166928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.861,0,0
167072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167276000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167428000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167572000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167676000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167828000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
167972000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
168076000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
168228000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.862,0,0
168372000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
168476000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
168628000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
168772000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
168876000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169028000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169172000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169276000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169424000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169528000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
169672000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
169776000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
169928000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
170072000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
170176000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
170328000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
170472000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
170576000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
170728000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.865,0,0
170872000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.864,0,0
170976000,0.0,0.727,0.0,0.0,0.686,0.0,0.0,-0.863,0,0
