timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
180164000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
180668000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
181172000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
181676000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
182180000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
182684000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
183188000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
183692000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
184196000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
184700000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
185204000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
185708000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
186212000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
186716000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
187220000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
187724000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
188228000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
188732000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
189236000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
189740000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
190244000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
190748000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
191252000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
191756000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
192260000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
192764000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
193268000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
193772000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
194276000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
194780000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
195284000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
195788000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
196292000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
196796000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
197300000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
197804000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
198308000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
198812000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
199316000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
199820000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
200324000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
200828000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
201332000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
201836000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
202340000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
202844000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
203348000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
203852000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
204356000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
204860000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
205364000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
205868000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
206372000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
206876000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
207380000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
207884000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
208388000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
208892000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
209396000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
209900000,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
210344000,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
210860000,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0
