timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
131376000,131376000,0.673,0.003,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131476000,131476000,0.673,0.002,0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131576000,131576000,0.672,0.001,0.001,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131676000,131676000,0.672,0.001,0.001,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131776000,131776000,0.672,0.001,0.001,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131876000,131876000,0.672,0.000,0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
131976000,131976000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132076000,132076000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132176000,132176000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132276000,132276000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132376000,132376000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132476000,132476000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132576000,132576000,0.672,0.000,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132676000,132676000,0.672,2.895e-05,0.000,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132776000,132776000,0.672,-6.126e-05,3.047e-05,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132876000,132876000,0.672,-0.000,-5.154e-05,0.740,0.669,1.455e-12,-1.807e-10,0.743,1
132976000,132976000,0.672,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133076000,133076000,0.672,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133176000,133176000,0.672,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133276000,133276000,0.673,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133376000,133376000,0.673,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133476000,133476000,0.673,-0.000,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133576000,133576000,0.673,-9.151e-05,-0.000,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133676000,133676000,0.673,-4.852e-05,-6.998e-05,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133776000,133776000,0.673,-1.280e-06,-4.047e-05,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133876000,133876000,0.673,2.419e-05,-4.400e-06,0.739,0.669,1.455e-12,-1.807e-10,0.743,1
133976000,133976000,0.673,3.694e-05,3.561e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134076000,134076000,0.673,4.668e-05,6.976e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134176000,134176000,0.672,5.680e-05,9.067e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134276000,134276000,0.672,6.044e-05,9.486e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134376000,134376000,0.672,7.421e-05,9.502e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134476000,134476000,0.672,9.668e-05,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134576000,134576000,0.672,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134676000,134676000,0.672,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134776000,134776000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134876000,134876000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
134976000,134976000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135076000,135076000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135176000,135176000,0.673,7.525e-05,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135276000,135276000,0.672,5.325e-05,7.244e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135376000,135376000,0.672,2.547e-05,3.816e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135476000,135476000,0.672,-9.957e-06,1.485e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135576000,135576000,0.672,-4.190e-05,2.119e-06,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135676000,135676000,0.672,-7.153e-05,-1.687e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135776000,135776000,0.672,-8.218e-05,-3.912e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135876000,135876000,0.672,-8.577e-05,-6.693e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
135976000,135976000,0.672,-7.852e-05,-8.376e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136076000,136076000,0.671,-6.406e-05,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136176000,136176000,0.671,-5.246e-05,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136276000,136276000,0.671,-5.816e-05,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136376000,136376000,0.671,-5.295e-05,-9.324e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136476000,136476000,0.672,-4.920e-05,-6.768e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136576000,136576000,0.672,-3.602e-05,-4.623e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136676000,136676000,0.673,-3.171e-05,-2.088e-05,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136776000,136776000,0.674,-1.359e-05,2.445e-05,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136876000,136876000,0.674,1.743e-05,6.046e-05,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
136976000,136976000,0.674,5.263e-05,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137076000,137076000,0.675,9.269e-05,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137176000,137176000,0.675,0.000,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137276000,137276000,0.675,0.000,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137376000,137376000,0.675,0.000,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137476000,137476000,0.675,0.000,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137576000,137576000,0.675,0.000,0.000,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137676000,137676000,0.674,0.000,0.000,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137776000,137776000,0.674,0.000,0.000,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137876000,137876000,0.673,0.000,0.000,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
137976000,137976000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138076000,138076000,0.673,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138176000,138176000,0.672,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138276000,138276000,0.672,0.000,0.000,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138376000,138376000,0.672,0.000,8.692e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138476000,138476000,0.672,6.303e-05,4.809e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138576000,138576000,0.672,3.978e-05,1.617e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138676000,138676000,0.671,3.592e-05,6.334e-06,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138776000,138776000,0.671,4.934e-05,1.010e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138876000,138876000,0.671,6.948e-05,1.938e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
138976000,138972000,0.672,8.650e-05,4.206e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139076000,139072000,0.672,9.985e-05,6.379e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139176000,139172000,0.672,0.000,7.399e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139276000,139272000,0.672,0.000,6.154e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139376000,139372000,0.672,9.660e-05,4.334e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139476000,139472000,0.672,8.225e-05,3.065e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139576000,139572000,0.672,6.679e-05,1.208e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139676000,139672000,0.672,4.823e-05,-6.295e-06,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139776000,139772000,0.672,2.152e-05,-2.532e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139876000,139872000,0.672,-1.194e-05,-5.169e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
139976000,139972000,0.672,-6.217e-05,-8.448e-05,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140076000,140072000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140176000,140172000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140276000,140272000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140376000,140372000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140476000,140472000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140576000,140572000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140676000,140672000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140776000,140772000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140876000,140872000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
140976000,140972000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141076000,141072000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141176000,141172000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141276000,141272000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141376000,141372000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141476000,141472000,0.672,-0.000,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141576000,141572000,0.672,-8.983e-05,-0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141676000,141672000,0.672,0.000,0.000,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141776000,141772000,0.672,0.001,0.002,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141876000,141872000,0.672,0.004,0.004,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
141976000,141972000,0.672,0.007,0.008,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142076000,142072000,0.672,0.011,0.012,0.740,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142176000,142172000,0.672,0.016,0.017,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142276000,142272000,0.672,0.020,0.022,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142376000,142372000,0.672,0.025,0.027,0.739,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142476000,142472000,0.672,0.029,0.032,0.738,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142576000,142572000,0.673,0.033,0.036,0.737,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142676000,142672000,0.674,0.037,0.040,0.735,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142780000,142772000,0.676,0.040,0.044,0.733,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142880000,142876000,0.678,0.043,0.047,0.731,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
142980000,142976000,0.681,0.046,0.050,0.728,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143080000,143076000,0.685,0.048,0.052,0.724,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143180000,143176000,0.690,0.050,0.053,0.719,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143280000,143276000,0.695,0.052,0.054,0.714,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143380000,143376000,0.700,0.053,0.054,0.709,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143480000,143476000,0.703,0.054,0.054,0.705,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143580000,143576000,0.707,0.054,0.054,0.702,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143680000,143676000,0.709,0.052,0.052,0.700,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143784000,143776000,0.712,0.049,0.048,0.698,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143884000,143880000,0.713,0.045,0.044,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
143984000,143980000,0.714,0.040,0.039,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144084000,144080000,0.715,0.034,0.034,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144184000,144180000,0.715,0.029,0.028,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144284000,144280000,0.716,0.023,0.022,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144384000,144380000,0.716,0.017,0.017,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144484000,144480000,0.716,0.012,0.012,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144584000,144580000,0.716,0.007,0.007,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144688000,144680000,0.716,0.002,0.002,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144788000,144784000,0.715,-0.001,-0.001,0.698,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144888000,144884000,0.714,-0.004,-0.004,0.699,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
144988000,144980000,0.713,-0.007,-0.007,0.700,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145088000,145084000,0.712,-0.009,-0.009,0.701,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145188000,145184000,0.711,-0.011,-0.010,0.702,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145288000,145284000,0.710,-0.012,-0.012,0.703,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145388000,145384000,0.710,-0.012,-0.012,0.703,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145488000,145484000,0.709,-0.012,-0.012,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145588000,145584000,0.709,-0.009,-0.010,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145688000,145684000,0.709,-0.004,-0.005,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145788000,145784000,0.709,0.002,0.001,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145888000,145884000,0.709,0.011,0.009,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
145988000,145984000,0.709,0.021,0.019,0.704,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146088000,146084000,0.709,0.031,0.029,0.703,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146188000,146184000,0.709,0.042,0.040,0.702,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146288000,146284000,0.709,0.052,0.050,0.700,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146388000,146384000,0.709,0.062,0.061,0.699,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146488000,146484000,0.709,0.071,0.070,0.697,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146588000,146584000,0.709,0.080,0.079,0.695,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146688000,146684000,0.709,0.088,0.086,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146788000,146784000,0.709,0.094,0.093,0.691,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146888000,146884000,0.710,0.100,0.098,0.689,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
146988000,146984000,0.710,0.104,0.102,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147088000,147084000,0.710,0.107,0.105,0.687,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147188000,147184000,0.710,0.110,0.108,0.686,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147288000,147284000,0.711,0.111,0.109,0.685,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147388000,147384000,0.712,0.112,0.109,0.684,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147488000,147484000,0.713,0.111,0.107,0.683,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147588000,147584000,0.714,0.107,0.103,0.683,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147688000,147684000,0.716,0.100,0.096,0.683,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147788000,147784000,0.718,0.091,0.087,0.683,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147888000,147884000,0.720,0.081,0.077,0.684,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
147988000,147984000,0.721,0.069,0.066,0.685,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148088000,148084000,0.722,0.057,0.055,0.686,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148188000,148184000,0.722,0.045,0.044,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148288000,148284000,0.722,0.034,0.033,0.689,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148388000,148384000,0.722,0.023,0.022,0.690,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148488000,148484000,0.721,0.013,0.012,0.692,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148588000,148584000,0.721,0.004,0.004,0.692,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148688000,148684000,0.720,-0.003,-0.003,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148788000,148784000,0.720,-0.010,-0.010,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148888000,148884000,0.719,-0.015,-0.015,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
148988000,148984000,0.719,-0.020,-0.019,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149088000,149084000,0.719,-0.023,-0.022,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149188000,149184000,0.719,-0.025,-0.024,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149288000,149284000,0.719,-0.026,-0.025,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149388000,149384000,0.719,-0.025,-0.025,0.694,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149488000,149484000,0.719,-0.021,-0.022,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149588000,149584000,0.720,-0.012,-0.014,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149688000,149684000,0.720,-0.001,-0.004,0.693,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149788000,149784000,0.721,0.011,0.009,0.692,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149888000,149884000,0.721,0.027,0.024,0.691,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
149988000,149984000,0.720,0.043,0.039,0.690,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150088000,150084000,0.719,0.059,0.055,0.689,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150188000,150184000,0.718,0.076,0.071,0.687,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150288000,150284000,0.716,0.091,0.086,0.686,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150388000,150384000,0.714,0.106,0.100,0.683,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150488000,150484000,0.712,0.119,0.113,0.681,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150588000,150584000,0.711,0.131,0.124,0.678,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150688000,150684000,0.710,0.141,0.134,0.676,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150788000,150784000,0.709,0.149,0.142,0.673,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150888000,150884000,0.709,0.155,0.148,0.671,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
150988000,150984000,0.708,0.160,0.153,0.669,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151088000,151084000,0.708,0.163,0.156,0.668,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151188000,151184000,0.708,0.165,0.157,0.667,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151288000,151284000,0.709,0.165,0.157,0.667,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151388000,151384000,0.710,0.162,0.153,0.667,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151488000,151484000,0.711,0.154,0.145,0.669,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151588000,151584000,0.714,0.142,0.134,0.672,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151688000,151684000,0.716,0.128,0.120,0.674,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151788000,151784000,0.718,0.111,0.105,0.678,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151888000,151884000,0.721,0.094,0.089,0.680,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
151988000,151984000,0.723,0.076,0.072,0.682,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152088000,152084000,0.724,0.058,0.055,0.684,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152188000,152184000,0.725,0.041,0.040,0.686,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152292000,152284000,0.725,0.026,0.025,0.687,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152392000,152388000,0.725,0.011,0.011,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152492000,152488000,0.725,-0.000,-0.000,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152592000,152588000,0.725,-0.011,-0.011,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
152696000,152692000,0.725,-0.020,-0.019,0.688,1.0,-1.818e-12,1.818e-12,-1.761e-05,2
