timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
144000000,-0.221,-0.001,-0.000,0.0,0.0,-0.869,0
144100000,-0.190,-0.001,-0.000,0.0,0.0,-0.869,0
144200000,-0.158,-0.001,-0.000,0.0,0.0,-0.868,0
144300000,-0.125,-0.001,-0.000,0.0,0.0,-0.867,0
144420000,-0.088,-0.001,-7.778e-05,0.0,0.0,-0.866,0
144520000,-0.058,-0.001,-0.000,0.0,0.0,-0.865,0
144620000,-0.031,-0.000,-0.000,0.0,0.0,-0.865,0
144720000,-0.007,-0.000,-0.000,0.0,0.0,-0.864,0
144820000,0.013,-0.000,-0.000,0.0,0.0,-0.864,0
144920000,0.031,-0.000,-0.000,0.0,0.0,-0.863,0
145020000,0.045,-0.000,-0.000,0.0,0.0,-0.863,0
145120000,0.056,1.668e-05,-0.005,0.0,0.0,-0.863,0
145220000,0.064,0.000,-0.011,0.0,0.0,-0.863,0
145320000,0.069,0.000,-0.015,0.0,0.0,-0.863,0
145420000,0.071,0.001,-0.017,0.0,0.0,-0.863,0
145540000,0.566,-0.004,-0.018,0.0,0.0,-0.880,0
145640000,0.544,-0.001,-0.019,0.0,0.0,-0.871,0
145740000,0.509,0.000,-0.020,0.0,0.0,-0.866,0
145840000,0.465,0.000,-0.020,0.0,0.0,-0.864,0
145940000,0.412,0.000,-0.019,0.0,0.0,-0.862,0
146040000,0.355,0.000,-0.018,0.0,0.0,-0.862,0
146140000,0.296,0.000,-0.015,0.0,0.0,-0.862,0
146240000,0.236,0.000,-0.011,0.0,0.0,-0.863,0
146340000,0.178,0.000,-0.007,0.0,0.0,-0.865,0
146440000,0.123,0.001,-0.001,0.0,0.0,-0.867,0
146540000,0.072,0.001,0.003,0.0,0.0,-0.870,0
146640000,0.026,0.002,0.008,0.0,0.0,-0.873,0
146740000,-0.014,0.004,0.014,0.0,0.0,-0.876,0
146840000,-0.047,0.005,0.019,0.0,0.0,-0.879,0
146940000,-0.074,0.005,0.024,0.0,0.0,-0.881,0
147040000,-0.097,0.006,0.029,0.0,0.0,-0.883,0
147140000,-0.112,0.005,0.029,0.0,0.0,-0.885,0
147240000,-0.122,0.001,0.021,0.0,0.0,-0.886,0
147340000,-0.127,-0.000,0.016,0.0,0.0,-0.887,0
147460000,-0.624,-0.005,0.010,0.0,0.0,-0.868,0
147560000,-0.604,-0.002,0.007,0.0,0.0,-0.880,0
147660000,-0.570,-0.001,0.006,0.0,0.0,-0.884,0
147760000,-0.522,-0.001,0.004,0.0,0.0,-0.885,0
147860000,-0.466,-0.001,0.003,0.0,0.0,-0.883,0
147960000,-0.404,-0.002,0.002,0.0,0.0,-0.880,0
148060000,-0.339,-0.002,0.001,0.0,0.0,-0.877,0
148160000,-0.272,-0.002,0.000,0.0,0.0,-0.873,0
148260000,-0.207,-0.002,-0.000,0.0,0.0,-0.870,0
148360000,-0.146,-0.002,-0.005,0.0,0.0,-0.868,0
148460000,-0.088,-0.001,-0.010,0.0,0.0,-0.866,0
148560000,-0.036,-0.001,-0.013,0.0,0.0,-0.865,0
148660000,0.009,-0.000,-0.016,0.0,0.0,-0.864,0
148760000,0.048,0.000,-0.019,0.0,0.0,-0.863,0
148880000,0.086,0.001,-0.020,0.0,0.0,-0.863,0
148980000,0.110,0.002,-0.021,0.0,0.0,-0.863,0
149080000,0.128,0.002,-0.022,0.0,0.0,-0.864,0
149180000,0.139,0.003,-0.023,0.0,0.0,-0.864,0
149280000,0.145,0.003,-0.023,0.0,0.0,-0.864,0
149380000,0.873,-0.010,-0.024,0.0,0.0,-0.922,0
149500000,0.847,-0.001,-0.023,0.0,0.0,-0.885,0
149600000,0.800,0.002,-0.020,0.0,0.0,-0.871,0
149700000,0.737,0.004,-0.017,0.0,0.0,-0.865,0
149800000,0.660,0.004,-0.014,0.0,0.0,-0.862,0
149900000,0.576,0.003,-0.011,0.0,0.0,-0.861,0
150000000,0.486,0.002,-0.010,0.0,0.0,-0.862,0
150100000,0.394,0.001,-0.009,0.0,0.0,-0.864,0
150200000,0.304,0.001,-0.008,0.0,0.0,-0.867,0
150300000,0.217,0.000,-0.008,0.0,0.0,-0.871,0
150400000,0.139,2.688e-05,-0.007,0.0,0.0,-0.876,0
150500000,0.063,0.000,-0.004,0.0,0.0,-0.882,0
150600000,-0.001,0.000,-0.000,0.0,0.0,-0.888,0
150700000,-0.056,0.002,0.004,0.0,0.0,-0.894,0
150800000,-0.102,0.003,0.010,0.0,0.0,-0.900,0
150900000,-0.137,0.004,0.014,0.0,0.0,-0.904,0
151020000,-0.166,0.006,0.019,0.0,0.0,-0.909,0
151120000,-0.182,0.007,0.022,0.0,0.0,-0.912,0
151220000,-0.189,0.008,0.024,0.0,0.0,-0.914,0
151320000,-0.910,-0.004,0.026,0.0,0.0,-0.874,0
151420000,-0.881,0.000,0.027,0.0,0.0,-0.896,0
151520000,-0.829,0.003,0.027,0.0,0.0,-0.906,0
151620000,-0.759,0.003,0.021,0.0,0.0,-0.907,0
151720000,-0.676,0.002,0.015,0.0,0.0,-0.903,0
151820000,-0.583,-0.000,-0.001,0.0,0.0,-0.896,0
151920000,-0.487,-0.001,-0.002,0.0,0.0,-0.889,0
152020000,-0.389,-0.002,-0.003,0.0,0.0,-0.882,0
152120000,-0.294,-0.002,-0.005,0.0,0.0,-0.876,0
152220000,-0.203,-0.002,-0.008,0.0,0.0,-0.871,0
152320000,-0.119,-0.001,-0.010,0.0,0.0,-0.867,0
152420000,-0.043,-0.000,-0.011,0.0,0.0,-0.865,0
152520000,0.022,3.629e-05,-0.012,0.0,0.0,-0.864,0
152620000,0.079,0.000,-0.012,0.0,0.0,-0.864,0
152720000,0.123,0.001,-0.013,0.0,0.0,-0.864,0
152820000,0.158,0.002,-0.013,0.0,0.0,-0.864,0
152920000,0.186,0.002,-0.013,0.0,0.0,-0.864,0
153020000,0.204,0.002,-0.012,0.0,0.0,-0.864,0
153120000,0.213,0.002,-0.010,0.0,0.0,-0.865,0
153220000,1.073,-0.003,-0.008,0.0,0.0,-0.943,0
153320000,1.047,2.925e-05,-0.007,0.0,0.0,-0.900,0
153420000,0.992,0.001,-0.007,0.0,0.0,-0.877,0
153520000,0.916,0.002,-0.007,0.0,0.0,-0.867,0
153620000,0.824,0.002,-0.007,0.0,0.0,-0.861,0
153720000,0.721,0.002,-0.008,0.0,0.0,-0.860,0
153820000,0.611,0.002,-0.010,0.0,0.0,-0.861,0
153920000,0.499,0.002,-0.011,0.0,0.0,-0.863,0
154020000,0.387,0.001,-0.012,0.0,0.0,-0.867,0
154120000,0.280,0.001,-0.012,0.0,0.0,-0.873,0
154220000,0.179,0.000,-0.012,0.0,0.0,-0.880,0
154320000,0.088,-0.000,-0.010,0.0,0.0,-0.888,0
154420000,0.007,-0.000,-0.009,0.0,0.0,-0.897,0
154520000,-0.061,-9.465e-05,-0.006,0.0,0.0,-0.906,0
154620000,-0.118,0.001,-0.002,0.0,0.0,-0.915,0
154720000,-0.161,0.002,0.002,0.0,0.0,-0.922,0
154820000,-0.193,0.003,0.006,0.0,0.0,-0.928,0
154920000,-0.213,0.003,0.009,0.0,0.0,-0.933,0
155020000,-0.223,0.003,0.009,0.0,0.0,-0.937,0
155120000,-0.224,0.001,0.008,0.0,0.0,-0.939,0
155220000,-1.072,-0.002,0.005,0.0,0.0,-0.880,0
155320000,-1.034,-0.001,0.003,0.0,0.0,-0.911,0
155420000,-0.968,-0.000,0.001,0.0,0.0,-0.925,0
155520000,-0.882,-0.001,-0.001,0.0,0.0,-0.926,0
155620000,-0.780,-0.001,-0.003,0.0,0.0,-0.920,0
155720000,-0.669,-0.001,-0.006,0.0,0.0,-0.910,0
155820000,-0.553,-0.001,-0.007,0.0,0.0,-0.899,0
155920000,-0.436,-0.001,-0.009,0.0,0.0,-0.888,0
156020000,-0.324,-0.000,-0.009,0.0,0.0,-0.879,0
156120000,-0.217,-0.000,-0.009,0.0,0.0,-0.872,0
156220000,-0.119,8.496e-05,-0.009,0.0,0.0,-0.866,0
156320000,-0.031,0.000,-0.009,0.0,0.0,-0.863,0
156420000,0.044,0.000,-0.008,0.0,0.0,-0.861,0
156520000,0.109,0.001,-0.008,0.0,0.0,-0.860,0
156620000,0.161,0.001,-0.008,0.0,0.0,-0.861,0
156720000,0.202,0.002,-0.008,0.0,0.0,-0.862,0
156840000,0.235,0.002,-0.008,0.0,0.0,-0.864,0
156940000,0.251,0.002,-0.007,0.0,0.0,-0.866,0
157040000,0.258,0.002,-0.006,0.0,0.0,-0.867,0
157140000,1.113,-0.001,-0.005,0.0,0.0,-0.945,0
157240000,1.083,0.000,-0.005,0.0,0.0,-0.902,0
157340000,1.024,0.001,-0.005,0.0,0.0,-0.878,0
157440000,0.944,0.001,-0.005,0.0,0.0,-0.867,0
157540000,0.847,0.002,-0.006,0.0,0.0,-0.862,0
157640000,0.739,0.002,-0.006,0.0,0.0,-0.860,0
157740000,0.624,0.002,-0.007,0.0,0.0,-0.860,0
157840000,0.507,0.002,-0.008,0.0,0.0,-0.862,0
157940000,0.391,0.001,-0.008,0.0,0.0,-0.867,0
158040000,0.280,0.001,-0.008,0.0,0.0,-0.872,0
158140000,0.176,0.000,-0.008,0.0,0.0,-0.880,0
158240000,0.082,0.000,-0.007,0.0,0.0,-0.888,0
158340000,-5.719e-05,-5.435e-05,-0.006,0.0,0.0,-0.897,0
158444000,-0.070,3.820e-05,-0.004,0.0,0.0,-0.906,0
158560000,-0.137,0.000,-0.002,0.0,0.0,-0.916,0
158660000,-0.179,0.001,0.000,0.0,0.0,-0.924,0
158780000,-0.212,0.002,0.003,0.0,0.0,-0.931,0
158880000,-0.228,0.002,0.004,0.0,0.0,-0.935,0
158980000,-0.233,0.002,0.005,0.0,0.0,-0.938,0
159080000,-1.084,-0.001,0.005,0.0,0.0,-0.876,0
159180000,-1.048,-5.078e-05,0.004,0.0,0.0,-0.910,0
159280000,-0.985,0.000,0.004,0.0,0.0,-0.924,0
159380000,-0.900,0.000,0.003,0.0,0.0,-0.927,0
159480000,-0.799,-1.662e-05,0.002,0.0,0.0,-0.921,0
159580000,-0.687,-0.000,0.001,0.0,0.0,-0.911,0
159680000,-0.571,-0.000,-0.000,0.0,0.0,-0.900,0
159780000,-0.454,-0.000,-0.001,0.0,0.0,-0.888,0
159880000,-0.339,-0.000,-0.002,0.0,0.0,-0.879,0
159980000,-0.231,-0.000,-0.003,0.0,0.0,-0.872,0
160080000,-0.132,-0.000,-0.003,0.0,0.0,-0.867,0
160180000,-0.042,-7.689e-05,-0.003,0.0,0.0,-0.863,0
160280000,0.036,7.094e-05,-0.003,0.0,0.0,-0.861,0
160380000,0.102,0.000,-0.004,0.0,0.0,-0.861,0
160480000,0.157,0.000,-0.004,0.0,0.0,-0.861,0
160580000,0.199,0.000,-0.005,0.0,0.0,-0.862,0
160680000,0.230,0.001,-0.005,0.0,0.0,-0.864,0
160780000,0.249,0.001,-0.005,0.0,0.0,-0.865,0
160900000,0.260,0.001,-0.004,0.0,0.0,-0.866,0
161000000,0.259,0.001,-0.004,0.0,0.0,-0.858,0
161100000,0.251,0.002,-0.003,0.0,0.0,-0.803,0
161200000,0.237,0.002,-0.003,0.0,0.0,-0.759,0
161300000,0.220,0.002,-0.003,0.0,0.0,-0.717,0
161400000,0.199,0.002,-0.003,0.0,0.0,-0.711,0
161500000,0.177,0.002,-0.004,0.0,0.0,-0.786,0
161600000,0.152,0.002,-0.004,0.0,0.0,-0.840,0
161700000,0.127,0.002,-0.005,0.0,0.0,-0.885,0
161800000,0.102,0.002,-0.005,0.0,0.0,-0.899,0
161900000,0.077,0.002,-0.005,0.0,0.0,-0.882,0
162000000,0.054,0.002,-0.006,0.0,0.0,-0.873,0
162100000,0.032,0.002,-0.006,0.0,0.0,-0.868,0
162200000,0.013,0.002,-0.006,0.0,0.0,-0.865,0
162300000,-0.003,0.002,-0.006,0.0,0.0,-0.864,0
162400000,-0.018,0.002,-0.006,0.0,0.0,-0.863,0
162500000,-0.030,0.002,-0.005,0.0,0.0,-0.863,0
162600000,-0.040,0.001,-0.005,0.0,0.0,-0.863,0
162700000,-0.047,0.001,-0.005,0.0,0.0,-0.863,0
162800000,-0.052,0.001,-0.004,0.0,0.0,-0.863,0
162900000,-0.055,0.001,-0.004,0.0,0.0,-0.863,0
163000000,-0.055,0.001,-0.004,0.0,0.0,-0.863,0
163100000,-0.054,0.001,-0.004,0.0,0.0,-0.863,0
163200000,-0.052,0.001,-0.003,0.0,0.0,-0.863,0
163300000,-0.048,0.001,-0.003,0.0,0.0,-0.863,0
163400000,-0.044,0.000,-0.003,0.0,0.0,-0.863,0
163500000,-0.039,0.000,-0.002,0.0,0.0,-0.863,0
163600000,-0.034,0.000,-0.002,0.0,0.0,-0.863,0
163700000,-0.028,0.000,-0.002,0.0,0.0,-0.863,0
163800000,-0.023,0.000,-0.001,0.0,0.0,-0.863,0
163900000,-0.018,0.000,-0.001,0.0,0.0,-0.863,0
164000000,-0.013,0.000,-0.001,0.0,0.0,-0.863,0
164100000,-0.008,0.000,-0.001,0.0,0.0,-0.863,0
164200000,-0.004,0.000,-0.001,0.0,0.0,-0.863,0
164300000,-0.001,0.001,-0.001,0.0,0.0,-0.863,0
164400000,0.001,0.001,-0.001,0.0,0.0,-0.863,0
164520000,0.003,0.000,-0.001,0.0,0.0,-0.864,0
164620000,0.005,0.000,-0.001,0.0,0.0,-0.864,0
164720000,0.006,0.000,-0.001,0.0,0.0,-0.864,0
164820000,0.007,0.000,-0.001,0.0,0.0,-0.864,0
164920000,0.007,0.000,-0.001,0.0,0.0,-0.820,0
165020000,0.007,0.000,-0.001,0.0,0.0,-0.768,0
165120000,0.008,0.000,-0.001,0.0,0.0,-0.724,0
165220000,0.008,0.000,-0.001,0.0,0.0,-0.681,0
165320000,0.008,0.000,-0.001,0.0,0.0,-0.710,0
165420000,0.007,0.000,-0.001,0.0,0.0,-0.732,0
165520000,0.007,0.000,-0.001,0.0,0.0,-0.737,0
165620000,0.007,0.000,-0.001,0.0,0.0,-0.790,0
165720000,0.006,0.000,-0.000,0.0,0.0,-0.837,0
165820000,0.006,0.000,-0.000,0.0,0.0,-0.880,0
165920000,0.005,0.000,-0.000,0.0,0.0,-0.907,0
166020000,0.005,0.000,-0.000,0.0,0.0,-0.885,0
166120000,0.005,6.879e-05,-0.000,0.0,0.0,-0.874,0
166220000,0.004,-4.824e-05,-0.000,0.0,0.0,-0.867,0
166320000,0.004,6.965e-05,-0.000,0.0,0.0,-0.863,0
166420000,0.003,0.000,-0.000,0.0,0.0,-0.862,0
166520000,0.003,4.452e-05,-5.215e-05,0.0,0.0,-0.862,0
166620000,0.002,1.607e-05,9.000e-05,0.0,0.0,-0.861,0
166720000,0.002,-6.246e-05,0.000,0.0,0.0,-0.861,0
166820000,0.001,-0.000,0.000,0.0,0.0,-0.861,0
166920000,0.001,-0.000,0.000,0.0,0.0,-0.861,0
167020000,0.000,-9.918e-05,0.000,0.0,0.0,-0.862,0
167120000,0.000,-4.035e-05,0.000,0.0,0.0,-0.862,0
167220000,0.000,-5.128e-05,0.000,0.0,0.0,-0.862,0
167320000,-0.000,-5.236e-05,0.000,0.0,0.0,-0.862,0
167420000,-0.000,2.763e-05,0.000,0.0,0.0,-0.862,0
167520000,-0.000,7.566e-05,0.000,0.0,0.0,-0.862,0
167620000,-0.000,0.000,0.000,0.0,0.0,-0.862,0
167720000,-0.001,0.000,0.000,0.0,0.0,-0.862,0
167820000,-0.001,0.000,0.000,0.0,0.0,-0.862,0
167920000,-0.001,-9.518e-05,0.000,0.0,0.0,-0.862,0
168020000,-0.001,-0.000,0.000,0.0,0.0,-0.862,0
168120000,-0.002,-0.000,0.000,0.0,0.0,-0.862,0
168220000,-0.002,-0.000,0.000,0.0,0.0,-0.862,0
168320000,-0.002,-0.000,7.271e-05,0.0,0.0,-0.862,0
168420000,-0.003,-0.000,1.698e-05,0.0,0.0,-0.863,0
168520000,-0.003,5.669e-05,-3.665e-05,0.0,0.0,-0.863,0
168620000,-0.003,0.000,-6.437e-05,0.0,0.0,-0.863,0
168720000,-0.003,0.000,-9.059e-05,0.0,0.0,-0.863,0
168820000,-0.003,0.000,-0.000,0.0,0.0,-0.863,0
168920000,-0.004,-3.734e-05,-0.000,0.0,0.0,-0.863,0
169020000,-0.004,-9.400e-05,-0.000,0.0,0.0,-0.863,0
169120000,-0.004,-9.592e-05,-0.000,0.0,0.0,-0.863,0
169220000,-0.004,7.110e-05,-0.000,0.0,0.0,-0.863,0
